id,amount,child_type,parent_type,project_id,report_timing,reporting_date
6134,0,Operator Charges,Machinery Expenses,250,evening,12/08/2025
6135,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,12/08/2025
6136,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,12/08/2025
6137,0,Consumables Purchases,Material Purchases - Project Related,250,evening,12/08/2025
6138,0,Minor Tools,Material Purchases - Project Related,250,evening,12/08/2025
6139,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,12/08/2025
6140,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,12/08/2025
6141,0,Client Welfare,Sundries Expenses,250,evening,12/08/2025
6142,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,12/08/2025
6143,0,Gifts for Client,Sundries Expenses,250,evening,12/08/2025
6144,0,Miscellaneous,Sundries Expenses,250,evening,12/08/2025
6145,240,Staff Accommodation,Staff Expenses,250,evening,13/08/2025
6146,200,Travel Expenses,Staff Expenses,250,evening,13/08/2025
6147,240,Food Expenses,Staff Expenses,250,evening,13/08/2025
6148,0,Site Allowance,Staff Expenses,250,evening,13/08/2025
6149,0,Other Purchases,Staff Expenses,250,evening,13/08/2025
6150,9200,Workmen Wages (incl. OT),Labour Expenses,250,evening,13/08/2025
6151,400,Workmen Food,Labour Expenses,250,evening,13/08/2025
6152,500,Workmen Accommodation,Labour Expenses,250,evening,13/08/2025
6153,200,Workmen Travel,Labour Expenses,250,evening,13/08/2025
6154,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,13/08/2025
6155,0,Rental Charges,Machinery Expenses,250,evening,13/08/2025
6156,0,Repair Charges,Machinery Expenses,250,evening,13/08/2025
6157,0,Diesel,Machinery Expenses,250,evening,13/08/2025
6158,0,Operator Charges,Machinery Expenses,250,evening,13/08/2025
6159,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,13/08/2025
6160,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,13/08/2025
6161,0,Consumables Purchases,Material Purchases - Project Related,250,evening,13/08/2025
6162,0,Minor Tools,Material Purchases - Project Related,250,evening,13/08/2025
6163,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,13/08/2025
6164,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,13/08/2025
6165,0,Client Welfare,Sundries Expenses,250,evening,13/08/2025
6166,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,13/08/2025
6167,0,Gifts for Client,Sundries Expenses,250,evening,13/08/2025
6168,0,Miscellaneous,Sundries Expenses,250,evening,13/08/2025
6169,0,Staff Accommodation,Staff Expenses,251,evening,13/08/2025
6170,200,Travel Expenses,Staff Expenses,251,evening,13/08/2025
6171,0,Food Expenses,Staff Expenses,251,evening,13/08/2025
6172,0,Site Allowance,Staff Expenses,251,evening,13/08/2025
6173,0,Other Purchases,Staff Expenses,251,evening,13/08/2025
6174,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,13/08/2025
6175,0,Workmen Food,Labour Expenses,251,evening,13/08/2025
6176,0,Workmen Accommodation,Labour Expenses,251,evening,13/08/2025
6177,0,Workmen Travel,Labour Expenses,251,evening,13/08/2025
6178,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,13/08/2025
6179,0,Rental Charges,Machinery Expenses,251,evening,13/08/2025
6180,0,Repair Charges,Machinery Expenses,251,evening,13/08/2025
6181,0,Diesel,Machinery Expenses,251,evening,13/08/2025
6182,0,Operator Charges,Machinery Expenses,251,evening,13/08/2025
6183,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,13/08/2025
6184,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,13/08/2025
6185,0,Consumables Purchases,Material Purchases - Project Related,251,evening,13/08/2025
6186,0,Minor Tools,Material Purchases - Project Related,251,evening,13/08/2025
6187,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,13/08/2025
6188,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,13/08/2025
6189,0,Client Welfare,Sundries Expenses,251,evening,13/08/2025
6190,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,13/08/2025
6191,0,Gifts for Client,Sundries Expenses,251,evening,13/08/2025
6192,0,Miscellaneous,Sundries Expenses,251,evening,13/08/2025
6193,210,Staff Accommodation,Staff Expenses,250,evening,14/08/2025
6195,210,Staff Accommodation,Staff Expenses,250,evening,14/08/2025
6198,210,Staff Accommodation,Staff Expenses,250,evening,14/08/2025
6194,200,Travel Expenses,Staff Expenses,250,evening,14/08/2025
6197,200,Travel Expenses,Staff Expenses,250,evening,14/08/2025
6201,200,Travel Expenses,Staff Expenses,250,evening,14/08/2025
6196,240,Food Expenses,Staff Expenses,250,evening,14/08/2025
6200,240,Food Expenses,Staff Expenses,250,evening,14/08/2025
6203,0,Site Allowance,Staff Expenses,250,evening,14/08/2025
6206,0,Other Purchases,Staff Expenses,250,evening,14/08/2025
6209,8500,Workmen Wages (incl. OT),Labour Expenses,250,evening,14/08/2025
6212,500,Workmen Food,Labour Expenses,250,evening,14/08/2025
6215,300,Workmen Accommodation,Labour Expenses,250,evening,14/08/2025
6218,200,Workmen Travel,Labour Expenses,250,evening,14/08/2025
6221,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,14/08/2025
6224,0,Rental Charges,Machinery Expenses,250,evening,14/08/2025
6227,0,Repair Charges,Machinery Expenses,250,evening,14/08/2025
6230,0,Diesel,Machinery Expenses,250,evening,14/08/2025
6233,0,Operator Charges,Machinery Expenses,250,evening,14/08/2025
6236,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,14/08/2025
6239,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,14/08/2025
6242,0,Consumables Purchases,Material Purchases - Project Related,250,evening,14/08/2025
6245,0,Minor Tools,Material Purchases - Project Related,250,evening,14/08/2025
6248,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,14/08/2025
6251,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,14/08/2025
6254,0,Client Welfare,Sundries Expenses,250,evening,14/08/2025
6257,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,14/08/2025
6260,0,Gifts for Client,Sundries Expenses,250,evening,14/08/2025
6262,0,Miscellaneous,Sundries Expenses,250,evening,14/08/2025
9961,0,Staff Accommodation,Staff Expenses,251,evening,02/12/2025
9962,80,Travel Expenses,Staff Expenses,251,evening,02/12/2025
9963,0,Food Expenses,Staff Expenses,251,evening,02/12/2025
9964,0,Site Allowance,Staff Expenses,251,evening,02/12/2025
9965,0,Other Purchases,Staff Expenses,251,evening,02/12/2025
9966,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,02/12/2025
9967,0,Workmen Food,Labour Expenses,251,evening,02/12/2025
9968,0,Workmen Accommodation,Labour Expenses,251,evening,02/12/2025
9969,0,Workmen Travel,Labour Expenses,251,evening,02/12/2025
9970,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,02/12/2025
9971,0,Rental Charges,Machinery Expenses,251,evening,02/12/2025
9972,0,Repair Charges,Machinery Expenses,251,evening,02/12/2025
9973,0,Diesel,Machinery Expenses,251,evening,02/12/2025
9974,0,Operator Charges,Machinery Expenses,251,evening,02/12/2025
9975,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,02/12/2025
9976,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,02/12/2025
9977,0,Consumables Purchases,Material Purchases - Project Related,251,evening,02/12/2025
9978,0,Minor Tools,Material Purchases - Project Related,251,evening,02/12/2025
9979,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,02/12/2025
9980,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,02/12/2025
9981,0,Client Welfare,Sundries Expenses,251,evening,02/12/2025
9982,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,02/12/2025
9983,0,Gifts for Client,Sundries Expenses,251,evening,02/12/2025
9984,0,Miscellaneous,Sundries Expenses,251,evening,02/12/2025
10097,0,Consumables Purchases,Material Purchases - Project Related,251,evening,15/12/2025
10098,0,Minor Tools,Material Purchases - Project Related,251,evening,15/12/2025
10099,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,15/12/2025
10100,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,15/12/2025
10101,0,Client Welfare,Sundries Expenses,251,evening,15/12/2025
10102,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,15/12/2025
10103,0,Gifts for Client,Sundries Expenses,251,evening,15/12/2025
10104,0,Miscellaneous,Sundries Expenses,251,evening,15/12/2025
10110,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,23/12/2025
10111,0,Workmen Food,Labour Expenses,251,evening,23/12/2025
10112,0,Workmen Accommodation,Labour Expenses,251,evening,23/12/2025
10113,0,Workmen Travel,Labour Expenses,251,evening,23/12/2025
10114,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,23/12/2025
10115,0,Rental Charges,Machinery Expenses,251,evening,23/12/2025
10116,0,Repair Charges,Machinery Expenses,251,evening,23/12/2025
10117,0,Diesel,Machinery Expenses,251,evening,23/12/2025
10118,0,Operator Charges,Machinery Expenses,251,evening,23/12/2025
10119,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,23/12/2025
10120,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,23/12/2025
10121,0,Consumables Purchases,Material Purchases - Project Related,251,evening,23/12/2025
10122,0,Minor Tools,Material Purchases - Project Related,251,evening,23/12/2025
10123,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,23/12/2025
10124,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,23/12/2025
10125,0,Client Welfare,Sundries Expenses,251,evening,23/12/2025
6204,240,Food Expenses,Staff Expenses,250,evening,14/08/2025
6207,0,Site Allowance,Staff Expenses,250,evening,14/08/2025
6211,0,Other Purchases,Staff Expenses,250,evening,14/08/2025
6214,8500,Workmen Wages (incl. OT),Labour Expenses,250,evening,14/08/2025
6217,500,Workmen Food,Labour Expenses,250,evening,14/08/2025
6220,300,Workmen Accommodation,Labour Expenses,250,evening,14/08/2025
6223,200,Workmen Travel,Labour Expenses,250,evening,14/08/2025
6226,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,14/08/2025
6229,0,Rental Charges,Machinery Expenses,250,evening,14/08/2025
6232,0,Repair Charges,Machinery Expenses,250,evening,14/08/2025
6235,0,Diesel,Machinery Expenses,250,evening,14/08/2025
6238,0,Operator Charges,Machinery Expenses,250,evening,14/08/2025
6241,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,14/08/2025
6244,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,14/08/2025
6247,0,Consumables Purchases,Material Purchases - Project Related,250,evening,14/08/2025
6250,0,Minor Tools,Material Purchases - Project Related,250,evening,14/08/2025
6253,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,14/08/2025
6256,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,14/08/2025
6259,0,Client Welfare,Sundries Expenses,250,evening,14/08/2025
6261,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,14/08/2025
6263,0,Gifts for Client,Sundries Expenses,250,evening,14/08/2025
6264,0,Miscellaneous,Sundries Expenses,250,evening,14/08/2025
9985,450,Staff Accommodation,Staff Expenses,250,evening,03/12/2025
9986,300,Travel Expenses,Staff Expenses,250,evening,03/12/2025
9987,500,Food Expenses,Staff Expenses,250,evening,03/12/2025
9988,0,Site Allowance,Staff Expenses,250,evening,03/12/2025
9989,0,Other Purchases,Staff Expenses,250,evening,03/12/2025
9990,10200,Workmen Wages (incl. OT),Labour Expenses,250,evening,03/12/2025
9991,600,Workmen Food,Labour Expenses,250,evening,03/12/2025
9992,300,Workmen Accommodation,Labour Expenses,250,evening,03/12/2025
9993,250,Workmen Travel,Labour Expenses,250,evening,03/12/2025
9994,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,03/12/2025
9995,0,Rental Charges,Machinery Expenses,250,evening,03/12/2025
9996,0,Repair Charges,Machinery Expenses,250,evening,03/12/2025
9997,1200,Diesel,Machinery Expenses,250,evening,03/12/2025
9998,750,Operator Charges,Machinery Expenses,250,evening,03/12/2025
9999,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,03/12/2025
10000,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,03/12/2025
10001,0,Consumables Purchases,Material Purchases - Project Related,250,evening,03/12/2025
10002,0,Minor Tools,Material Purchases - Project Related,250,evening,03/12/2025
10003,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,03/12/2025
10004,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,03/12/2025
10005,0,Client Welfare,Sundries Expenses,250,evening,03/12/2025
10006,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,03/12/2025
10007,0,Gifts for Client,Sundries Expenses,250,evening,03/12/2025
10008,0,Miscellaneous,Sundries Expenses,250,evening,03/12/2025
10009,0,Staff Accommodation,Staff Expenses,251,evening,03/12/2025
10010,80,Travel Expenses,Staff Expenses,251,evening,03/12/2025
10011,0,Food Expenses,Staff Expenses,251,evening,03/12/2025
10012,0,Site Allowance,Staff Expenses,251,evening,03/12/2025
10013,0,Other Purchases,Staff Expenses,251,evening,03/12/2025
10014,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,03/12/2025
10015,0,Workmen Food,Labour Expenses,251,evening,03/12/2025
10016,0,Workmen Accommodation,Labour Expenses,251,evening,03/12/2025
10017,0,Workmen Travel,Labour Expenses,251,evening,03/12/2025
10018,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,03/12/2025
10019,0,Rental Charges,Machinery Expenses,251,evening,03/12/2025
10020,0,Repair Charges,Machinery Expenses,251,evening,03/12/2025
10021,0,Diesel,Machinery Expenses,251,evening,03/12/2025
10022,0,Operator Charges,Machinery Expenses,251,evening,03/12/2025
10023,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,03/12/2025
10024,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,03/12/2025
10025,0,Consumables Purchases,Material Purchases - Project Related,251,evening,03/12/2025
10026,0,Minor Tools,Material Purchases - Project Related,251,evening,03/12/2025
10027,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,03/12/2025
10028,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,03/12/2025
10029,0,Client Welfare,Sundries Expenses,251,evening,03/12/2025
10030,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,03/12/2025
10031,0,Gifts for Client,Sundries Expenses,251,evening,03/12/2025
10032,0,Miscellaneous,Sundries Expenses,251,evening,03/12/2025
10033,400,Staff Accommodation,Staff Expenses,250,evening,04/12/2025
10034,250,Travel Expenses,Staff Expenses,250,evening,04/12/2025
6199,0,Site Allowance,Staff Expenses,250,evening,14/08/2025
6202,0,Other Purchases,Staff Expenses,250,evening,14/08/2025
6205,8500,Workmen Wages (incl. OT),Labour Expenses,250,evening,14/08/2025
6208,500,Workmen Food,Labour Expenses,250,evening,14/08/2025
6210,300,Workmen Accommodation,Labour Expenses,250,evening,14/08/2025
6213,200,Workmen Travel,Labour Expenses,250,evening,14/08/2025
6216,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,14/08/2025
6219,0,Rental Charges,Machinery Expenses,250,evening,14/08/2025
6222,0,Repair Charges,Machinery Expenses,250,evening,14/08/2025
6225,0,Diesel,Machinery Expenses,250,evening,14/08/2025
6228,0,Operator Charges,Machinery Expenses,250,evening,14/08/2025
6231,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,14/08/2025
6234,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,14/08/2025
6237,0,Consumables Purchases,Material Purchases - Project Related,250,evening,14/08/2025
6240,0,Minor Tools,Material Purchases - Project Related,250,evening,14/08/2025
6243,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,14/08/2025
6246,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,14/08/2025
6249,0,Client Welfare,Sundries Expenses,250,evening,14/08/2025
6252,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,14/08/2025
6255,0,Gifts for Client,Sundries Expenses,250,evening,14/08/2025
6258,0,Miscellaneous,Sundries Expenses,250,evening,14/08/2025
6265,0,Staff Accommodation,Staff Expenses,251,evening,14/08/2025
6266,200,Travel Expenses,Staff Expenses,251,evening,14/08/2025
6267,0,Food Expenses,Staff Expenses,251,evening,14/08/2025
6268,0,Site Allowance,Staff Expenses,251,evening,14/08/2025
6269,0,Other Purchases,Staff Expenses,251,evening,14/08/2025
6270,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,14/08/2025
6271,0,Workmen Food,Labour Expenses,251,evening,14/08/2025
6272,0,Workmen Accommodation,Labour Expenses,251,evening,14/08/2025
6273,0,Workmen Travel,Labour Expenses,251,evening,14/08/2025
6274,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,14/08/2025
6275,0,Rental Charges,Machinery Expenses,251,evening,14/08/2025
6276,0,Repair Charges,Machinery Expenses,251,evening,14/08/2025
6277,0,Diesel,Machinery Expenses,251,evening,14/08/2025
6278,0,Operator Charges,Machinery Expenses,251,evening,14/08/2025
6279,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,14/08/2025
6280,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,14/08/2025
6281,0,Consumables Purchases,Material Purchases - Project Related,251,evening,14/08/2025
6282,0,Minor Tools,Material Purchases - Project Related,251,evening,14/08/2025
6283,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,14/08/2025
6284,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,14/08/2025
6285,0,Client Welfare,Sundries Expenses,251,evening,14/08/2025
6286,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,14/08/2025
6287,0,Gifts for Client,Sundries Expenses,251,evening,14/08/2025
6288,0,Miscellaneous,Sundries Expenses,251,evening,14/08/2025
6289,0,Staff Accommodation,Staff Expenses,251,evening,15/08/2025
6290,200,Travel Expenses,Staff Expenses,251,evening,15/08/2025
6291,0,Food Expenses,Staff Expenses,251,evening,15/08/2025
6292,0,Site Allowance,Staff Expenses,251,evening,15/08/2025
6293,0,Other Purchases,Staff Expenses,251,evening,15/08/2025
6294,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,15/08/2025
6295,0,Workmen Food,Labour Expenses,251,evening,15/08/2025
6296,0,Workmen Accommodation,Labour Expenses,251,evening,15/08/2025
6297,0,Workmen Travel,Labour Expenses,251,evening,15/08/2025
6298,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,15/08/2025
6299,0,Rental Charges,Machinery Expenses,251,evening,15/08/2025
6300,0,Repair Charges,Machinery Expenses,251,evening,15/08/2025
6301,0,Diesel,Machinery Expenses,251,evening,15/08/2025
6302,0,Operator Charges,Machinery Expenses,251,evening,15/08/2025
6303,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,15/08/2025
6304,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,15/08/2025
6305,0,Consumables Purchases,Material Purchases - Project Related,251,evening,15/08/2025
6306,0,Minor Tools,Material Purchases - Project Related,251,evening,15/08/2025
6307,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,15/08/2025
6308,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,15/08/2025
6309,0,Client Welfare,Sundries Expenses,251,evening,15/08/2025
6310,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,15/08/2025
6311,0,Gifts for Client,Sundries Expenses,251,evening,15/08/2025
6312,0,Miscellaneous,Sundries Expenses,251,evening,15/08/2025
6313,0,Staff Accommodation,Staff Expenses,251,evening,16/08/2025
6314,200,Travel Expenses,Staff Expenses,251,evening,16/08/2025
6315,0,Food Expenses,Staff Expenses,251,evening,16/08/2025
6316,0,Site Allowance,Staff Expenses,251,evening,16/08/2025
6317,2000,Other Purchases,Staff Expenses,251,evening,16/08/2025
6318,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,16/08/2025
6319,0,Workmen Food,Labour Expenses,251,evening,16/08/2025
6320,0,Workmen Accommodation,Labour Expenses,251,evening,16/08/2025
6321,0,Workmen Travel,Labour Expenses,251,evening,16/08/2025
6322,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,16/08/2025
6323,0,Rental Charges,Machinery Expenses,251,evening,16/08/2025
6324,0,Repair Charges,Machinery Expenses,251,evening,16/08/2025
6325,47027,Diesel,Machinery Expenses,251,evening,16/08/2025
6326,0,Operator Charges,Machinery Expenses,251,evening,16/08/2025
6327,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,16/08/2025
6328,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,16/08/2025
6329,0,Consumables Purchases,Material Purchases - Project Related,251,evening,16/08/2025
6330,0,Minor Tools,Material Purchases - Project Related,251,evening,16/08/2025
6331,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,16/08/2025
6332,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,16/08/2025
6333,0,Client Welfare,Sundries Expenses,251,evening,16/08/2025
6334,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,16/08/2025
6335,0,Gifts for Client,Sundries Expenses,251,evening,16/08/2025
6336,0,Miscellaneous,Sundries Expenses,251,evening,16/08/2025
6337,240,Staff Accommodation,Staff Expenses,250,evening,18/08/2025
6338,190,Travel Expenses,Staff Expenses,250,evening,18/08/2025
6339,210,Food Expenses,Staff Expenses,250,evening,18/08/2025
6340,0,Site Allowance,Staff Expenses,250,evening,18/08/2025
6341,0,Other Purchases,Staff Expenses,250,evening,18/08/2025
6342,11200,Workmen Wages (incl. OT),Labour Expenses,250,evening,18/08/2025
6343,600,Workmen Food,Labour Expenses,250,evening,18/08/2025
6344,300,Workmen Accommodation,Labour Expenses,250,evening,18/08/2025
6345,200,Workmen Travel,Labour Expenses,250,evening,18/08/2025
6346,0,Miscellaneous Labour Expenses,Labour Expenses,250,evening,18/08/2025
6347,0,Rental Charges,Machinery Expenses,250,evening,18/08/2025
6348,0,Repair Charges,Machinery Expenses,250,evening,18/08/2025
6349,0,Diesel,Machinery Expenses,250,evening,18/08/2025
6350,0,Operator Charges,Machinery Expenses,250,evening,18/08/2025
6351,0,Miscellaneous Machinery Expenses,Machinery Expenses,250,evening,18/08/2025
6352,0,"Materials (Paints, ...)",Material Purchases - Project Related,250,evening,18/08/2025
6353,0,Consumables Purchases,Material Purchases - Project Related,250,evening,18/08/2025
6354,0,Minor Tools,Material Purchases - Project Related,250,evening,18/08/2025
6355,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,250,evening,18/08/2025
6356,0,Miscellaneous Material Expenses,Material Purchases - Project Related,250,evening,18/08/2025
6357,0,Client Welfare,Sundries Expenses,250,evening,18/08/2025
6358,0,Pooja/Inaugural function at site,Sundries Expenses,250,evening,18/08/2025
6359,0,Gifts for Client,Sundries Expenses,250,evening,18/08/2025
6360,0,Miscellaneous,Sundries Expenses,250,evening,18/08/2025
6361,0,Staff Accommodation,Staff Expenses,251,evening,18/08/2025
6362,50,Travel Expenses,Staff Expenses,251,evening,18/08/2025
6363,0,Food Expenses,Staff Expenses,251,evening,18/08/2025
6364,0,Site Allowance,Staff Expenses,251,evening,18/08/2025
6365,0,Other Purchases,Staff Expenses,251,evening,18/08/2025
6366,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,18/08/2025
6367,0,Workmen Food,Labour Expenses,251,evening,18/08/2025
6368,0,Workmen Accommodation,Labour Expenses,251,evening,18/08/2025
6369,0,Workmen Travel,Labour Expenses,251,evening,18/08/2025
6370,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,18/08/2025
6371,0,Rental Charges,Machinery Expenses,251,evening,18/08/2025
6372,0,Repair Charges,Machinery Expenses,251,evening,18/08/2025
6373,0,Diesel,Machinery Expenses,251,evening,18/08/2025
6374,0,Operator Charges,Machinery Expenses,251,evening,18/08/2025
6375,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,18/08/2025
6376,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,18/08/2025
6377,0,Consumables Purchases,Material Purchases - Project Related,251,evening,18/08/2025
6378,0,Minor Tools,Material Purchases - Project Related,251,evening,18/08/2025
6379,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,18/08/2025
6380,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,18/08/2025
6381,0,Client Welfare,Sundries Expenses,251,evening,18/08/2025
6382,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,18/08/2025
6383,0,Gifts for Client,Sundries Expenses,251,evening,18/08/2025
6384,0,Miscellaneous,Sundries Expenses,251,evening,18/08/2025
6385,0,Staff Accommodation,Staff Expenses,251,evening,18/08/2025
6386,50,Travel Expenses,Staff Expenses,251,evening,18/08/2025
6387,0,Food Expenses,Staff Expenses,251,evening,18/08/2025
6388,0,Site Allowance,Staff Expenses,251,evening,18/08/2025
6389,0,Other Purchases,Staff Expenses,251,evening,18/08/2025
6390,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,18/08/2025
6391,0,Workmen Food,Labour Expenses,251,evening,18/08/2025
6392,0,Workmen Accommodation,Labour Expenses,251,evening,18/08/2025
6393,0,Workmen Travel,Labour Expenses,251,evening,18/08/2025
6394,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,18/08/2025
6395,0,Rental Charges,Machinery Expenses,251,evening,18/08/2025
6396,0,Repair Charges,Machinery Expenses,251,evening,18/08/2025
6397,0,Diesel,Machinery Expenses,251,evening,18/08/2025
6398,0,Operator Charges,Machinery Expenses,251,evening,18/08/2025
6399,0,Miscellaneous Machinery Expenses,Machinery Expenses,251,evening,18/08/2025
6400,0,"Materials (Paints, ...)",Material Purchases - Project Related,251,evening,18/08/2025
6401,0,Consumables Purchases,Material Purchases - Project Related,251,evening,18/08/2025
6402,0,Minor Tools,Material Purchases - Project Related,251,evening,18/08/2025
6403,0,"Materials Loading, Unloading incl. Weighments",Material Purchases - Project Related,251,evening,18/08/2025
6404,0,Miscellaneous Material Expenses,Material Purchases - Project Related,251,evening,18/08/2025
6405,0,Client Welfare,Sundries Expenses,251,evening,18/08/2025
6406,0,Pooja/Inaugural function at site,Sundries Expenses,251,evening,18/08/2025
6407,0,Gifts for Client,Sundries Expenses,251,evening,18/08/2025
6408,0,Miscellaneous,Sundries Expenses,251,evening,18/08/2025
6409,0,Staff Accommodation,Staff Expenses,251,evening,19/08/2025
6410,100,Travel Expenses,Staff Expenses,251,evening,19/08/2025
6411,0,Food Expenses,Staff Expenses,251,evening,19/08/2025
6412,0,Site Allowance,Staff Expenses,251,evening,19/08/2025
6413,550,Other Purchases,Staff Expenses,251,evening,19/08/2025
6414,0,Workmen Wages (incl. OT),Labour Expenses,251,evening,19/08/2025
6415,0,Workmen Food,Labour Expenses,251,evening,19/08/2025
6416,0,Workmen Accommodation,Labour Expenses,251,evening,19/08/2025
6417,0,Workmen Travel,Labour Expenses,251,evening,19/08/2025
6418,0,Miscellaneous Labour Expenses,Labour Expenses,251,evening,19/08/2025
6419,0,Rental Charges,Machinery Expenses,251,evening,19/08/2025
6420,0,Repair Charges,Machinery Expenses,251,evening,19/08/2025
6421,0,Diesel,Machinery Expenses,251,evening,19/08/2025
6422,0,Operator Charges,Machinery Expenses,251,evening,19/08/2025
