id,child_type,created_at,end_time,number_of_machines,parent_type,project_id,remark,report_date,start_time,submit_timing,updated_at
1593,Crane 50 Ton,2025-06-23 13:51:40.77764,12:00 AM,,Crane,253,,23/06/2025,12:00 AM,evening,2025-06-23 13:51:40.777642
1594,Crane 80 Ton,2025-06-23 13:51:40.841721,12:00 AM,,Crane,253,,23/06/2025,12:00 AM,evening,2025-06-23 13:51:40.841722
1595,Boom Lift 120 Feet,2025-06-23 13:51:40.906506,12:00 AM,,Boom,253,,23/06/2025,12:00 AM,evening,2025-06-23 13:51:40.906507
1596,Boom Lift 80 Feet,2025-06-23 13:51:40.970582,12:00 AM,,Boom,253,,23/06/2025,12:00 AM,evening,2025-06-23 13:51:40.970584
1597,Boom Lift 60 Feet,2025-06-23 13:51:41.034674,12:00 AM,,Boom,253,,23/06/2025,12:00 AM,evening,2025-06-23 13:51:41.034676
1598,Boom Lift 45 Feet,2025-06-23 13:51:41.099185,12:00 AM,,Boom,253,,23/06/2025,12:00 AM,evening,2025-06-23 13:51:41.099187
1599,Scissor Lift 18 mtr,2025-06-23 13:51:41.163299,12:00 AM,,Scissor,253,,23/06/2025,12:00 AM,evening,2025-06-23 13:51:41.163301
1600,Crane 12 Ton,2025-06-23 13:52:25.742063,12:00 AM,,Crane,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:25.742064
1601,Crane 16 Ton,2025-06-23 13:52:25.806063,12:00 AM,,Crane,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:25.806064
1602,Crane 20 Ton,2025-06-23 13:52:25.870395,12:00 AM,,Crane,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:25.870397
1603,Crane 30 Ton,2025-06-23 13:52:25.934546,12:00 AM,,Crane,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:25.934547
1604,Crane 50 Ton,2025-06-23 13:52:25.998621,12:00 AM,,Crane,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:25.998623
1605,Crane 80 Ton,2025-06-23 13:52:26.062726,12:00 AM,,Crane,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:26.062727
1606,Boom Lift 120 Feet,2025-06-23 13:52:26.127073,12:00 AM,,Boom,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:26.127075
1607,Boom Lift 80 Feet,2025-06-23 13:52:26.1912,12:00 AM,,Boom,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:26.191202
1608,Boom Lift 60 Feet,2025-06-23 13:52:26.255361,12:00 AM,,Boom,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:26.255362
1609,Boom Lift 45 Feet,2025-06-23 13:52:26.319374,12:00 AM,,Boom,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:26.319375
1610,Scissor Lift 18 mtr,2025-06-23 13:52:26.383399,12:00 AM,,Scissor,254,No%20equipments%20,23/06/2025,12:00 AM,afternoon,2025-06-23 13:52:26.383401
1611,Crane 16 Ton,2025-06-24 09:33:15.538654,1:00 PM,,Crane,250,,24/06/2025,9:00 AM,afternoon,2025-06-24 09:33:15.538656
1612,Boom Lift 80 Feet,2025-06-24 09:33:15.601252,1:00 PM,,Boom,250,,24/06/2025,9:00 AM,afternoon,2025-06-24 09:33:15.601253
1613,Crane 16 Ton,2025-06-24 09:34:36.052062,1:00 PM,,Crane,252,,24/06/2025,9:00 AM,afternoon,2025-06-24 09:34:36.052063
1614,Crane 16 Ton,2025-06-24 12:35:47.474402,6:06 PM,,Crane,250,,24/06/2025,9:00 AM,evening,2025-06-24 12:35:47.474403
1615,Crane 12 Ton,2025-06-24 12:52:08.641413,12:00 AM,,Crane,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:08.641414
1616,Crane 16 Ton,2025-06-24 12:52:08.704446,12:00 AM,,Crane,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:08.704448
1617,Crane 20 Ton,2025-06-24 12:52:08.76748,12:00 AM,,Crane,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:08.767482
1618,Crane 30 Ton,2025-06-24 12:52:08.830242,12:00 AM,,Crane,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:08.830243
1619,Crane 50 Ton,2025-06-24 12:52:08.893046,12:00 AM,,Crane,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:08.893049
1620,Crane 80 Ton,2025-06-24 12:52:08.955948,12:00 AM,,Crane,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:08.955949
1621,Boom Lift 120 Feet,2025-06-24 12:52:09.02015,12:00 AM,,Boom,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:09.020151
1622,Boom Lift 80 Feet,2025-06-24 12:52:09.083009,12:00 AM,,Boom,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:09.083011
1623,Boom Lift 60 Feet,2025-06-24 12:52:09.145947,12:00 AM,,Boom,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:09.145949
1624,Boom Lift 45 Feet,2025-06-24 12:52:09.208802,12:00 AM,,Boom,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:09.208803
1625,Scissor Lift 18 mtr,2025-06-24 12:52:09.271701,12:00 AM,,Scissor,253,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 12:52:09.271702
1626,Crane 12 Ton,2025-06-24 13:16:11.953217,12:00 AM,,Crane,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:11.953219
1627,Crane 16 Ton,2025-06-24 13:16:12.01575,12:00 AM,,Crane,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.015752
1628,Crane 20 Ton,2025-06-24 13:16:12.078295,12:00 AM,,Crane,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.078297
1629,Crane 30 Ton,2025-06-24 13:16:12.140804,12:00 AM,,Crane,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.140805
1630,Crane 50 Ton,2025-06-24 13:16:12.203388,12:00 AM,,Crane,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.203389
1631,Crane 80 Ton,2025-06-24 13:16:12.266057,12:00 AM,,Crane,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.266058
1632,Boom Lift 120 Feet,2025-06-24 13:16:12.328498,12:00 AM,,Boom,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.328499
1633,Boom Lift 80 Feet,2025-06-24 13:16:12.39101,12:00 AM,,Boom,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.391012
1634,Boom Lift 60 Feet,2025-06-24 13:16:12.453574,12:00 AM,,Boom,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.453577
1635,Boom Lift 45 Feet,2025-06-24 13:16:12.516087,12:00 AM,,Boom,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.516089
1636,Scissor Lift 18 mtr,2025-06-24 13:16:12.578627,12:00 AM,,Scissor,253,,24/06/2025,12:00 AM,evening,2025-06-24 13:16:12.578629
1637,Crane 12 Ton,2025-06-24 13:34:25.43449,12:00 AM,,Crane,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.434492
1638,Crane 16 Ton,2025-06-24 13:34:25.496815,12:00 AM,,Crane,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.496817
1639,Crane 20 Ton,2025-06-24 13:34:25.558983,12:00 AM,,Crane,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.558984
1640,Crane 30 Ton,2025-06-24 13:34:25.621142,12:00 AM,,Crane,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.621143
1641,Crane 50 Ton,2025-06-24 13:34:25.683164,12:00 AM,,Crane,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.683166
1642,Crane 80 Ton,2025-06-24 13:34:25.745315,12:00 AM,,Crane,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.745316
1643,Boom Lift 120 Feet,2025-06-24 13:34:25.807391,12:00 AM,,Boom,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.807393
1644,Boom Lift 80 Feet,2025-06-24 13:34:25.869469,12:00 AM,,Boom,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.86947
1645,Boom Lift 60 Feet,2025-06-24 13:34:25.931707,12:00 AM,,Boom,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.931709
1646,Boom Lift 45 Feet,2025-06-24 13:34:25.993897,12:00 AM,,Boom,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:25.993898
1647,Scissor Lift 18 mtr,2025-06-24 13:34:26.056022,12:00 AM,,Scissor,254,No%20equipments%20,24/06/2025,12:00 AM,afternoon,2025-06-24 13:34:26.056023
1648,Crane 12 Ton,2025-06-24 13:36:45.109179,12:00 AM,,Crane,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.10918
1649,Crane 16 Ton,2025-06-24 13:36:45.171344,12:00 AM,,Crane,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.171346
1650,Crane 20 Ton,2025-06-24 13:36:45.233481,12:00 AM,,Crane,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.233482
1651,Crane 30 Ton,2025-06-24 13:36:45.295569,12:00 AM,,Crane,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.295571
1652,Crane 50 Ton,2025-06-24 13:36:45.357698,12:00 AM,,Crane,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.3577
1653,Crane 80 Ton,2025-06-24 13:36:45.421166,12:00 AM,,Crane,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.421168
1654,Boom Lift 120 Feet,2025-06-24 13:36:45.483313,12:00 AM,,Boom,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.483314
1655,Boom Lift 80 Feet,2025-06-24 13:36:45.545387,12:00 AM,,Boom,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.545388
1656,Boom Lift 60 Feet,2025-06-24 13:36:45.607526,12:00 AM,,Boom,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.607527
1657,Boom Lift 45 Feet,2025-06-24 13:36:45.669589,12:00 AM,,Boom,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.66959
1658,Scissor Lift 18 mtr,2025-06-24 13:36:45.731635,12:00 AM,,Scissor,254,,24/06/2025,12:00 AM,evening,2025-06-24 13:36:45.731636
1659,Crane 16 Ton,2025-06-24 13:37:14.732076,6:04 PM,,Crane,252,,24/06/2025,9:00 AM,evening,2025-06-24 13:37:14.732078
1660,Boom Lift 80 Feet,2025-06-24 13:37:14.790427,6:29 PM,,Boom,252,,24/06/2025,9:00 AM,evening,2025-06-24 13:37:14.790429
1661,Crane 16 Ton,2025-06-25 08:17:52.084705,1:00 PM,,Crane,250,,25/06/2025,9:00 AM,afternoon,2025-06-25 08:17:52.084707
1662,Crane 16 Ton,2025-06-25 08:23:06.253606,1:00 PM,,Crane,252,,25/06/2025,9:00 AM,afternoon,2025-06-25 08:23:06.253608
1663,Boom Lift 80 Feet,2025-06-25 08:23:06.316984,1:00 PM,,Boom,252,,25/06/2025,9:00 AM,afternoon,2025-06-25 08:23:06.316986
1664,Crane 16 Ton,2025-06-25 14:38:17.103505,6:00 PM,,Crane,250,,25/06/2025,9:00 AM,evening,2025-06-25 14:38:17.103506
1665,Crane 16 Ton,2025-06-25 14:43:12.50985,6:09 PM,,Crane,252,,25/06/2025,9:00 AM,evening,2025-06-25 14:43:12.509852
1666,Boom Lift 80 Feet,2025-06-25 14:43:12.574848,6:15 PM,,Boom,252,,25/06/2025,9:00 AM,evening,2025-06-25 14:43:12.57485
1667,Crane 12 Ton,2025-06-26 12:32:26.174968,12:00 AM,,Crane,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.17497
1668,Crane 16 Ton,2025-06-26 12:32:26.23692,12:00 AM,,Crane,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.236922
1669,Crane 20 Ton,2025-06-26 12:32:26.298356,12:00 AM,,Crane,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.298357
1670,Crane 30 Ton,2025-06-26 12:32:26.359781,12:00 AM,,Crane,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.359783
1671,Crane 50 Ton,2025-06-26 12:32:26.421196,12:00 AM,,Crane,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.421197
1672,Crane 80 Ton,2025-06-26 12:32:26.482594,12:00 AM,,Crane,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.482596
1673,Boom Lift 120 Feet,2025-06-26 12:32:26.543994,12:00 AM,,Boom,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.543995
1674,Boom Lift 80 Feet,2025-06-26 12:32:26.612709,12:00 AM,,Boom,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.612711
1675,Boom Lift 60 Feet,2025-06-26 12:32:26.67408,12:00 AM,,Boom,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.674082
1676,Boom Lift 45 Feet,2025-06-26 12:32:26.735542,12:00 AM,,Boom,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.735544
1677,Scissor Lift 18 mtr,2025-06-26 12:32:26.796976,12:00 AM,,Scissor,253,No%20equipments%20,26/06/2025,12:00 AM,afternoon,2025-06-26 12:32:26.796978
1678,Crane 12 Ton,2025-06-26 12:39:13.874102,12:00 AM,,Crane,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:13.874103
1679,Crane 16 Ton,2025-06-26 12:39:13.935511,12:00 AM,,Crane,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:13.935513
1680,Crane 20 Ton,2025-06-26 12:39:13.996933,12:00 AM,,Crane,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:13.996937
1681,Crane 30 Ton,2025-06-26 12:39:14.058361,12:00 AM,,Crane,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.058363
1682,Crane 50 Ton,2025-06-26 12:39:14.119875,12:00 AM,,Crane,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.119877
1683,Crane 80 Ton,2025-06-26 12:39:14.181398,12:00 AM,,Crane,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.1814
1684,Boom Lift 120 Feet,2025-06-26 12:39:14.242804,12:00 AM,,Boom,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.242806
1685,Boom Lift 80 Feet,2025-06-26 12:39:14.304258,12:00 AM,,Boom,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.304259
1686,Boom Lift 60 Feet,2025-06-26 12:39:14.365707,12:00 AM,,Boom,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.365708
1687,Boom Lift 45 Feet,2025-06-26 12:39:14.427255,12:00 AM,,Boom,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.427257
1688,Scissor Lift 18 mtr,2025-06-26 12:39:14.489086,12:00 AM,,Scissor,253,,26/06/2025,12:00 AM,evening,2025-06-26 12:39:14.489088
1689,Crane 12 Ton,2025-06-26 12:41:22.49347,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.493472
1690,Crane 16 Ton,2025-06-26 12:41:22.556012,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.556014
1691,Crane 20 Ton,2025-06-26 12:41:22.618595,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.618597
1692,Crane 30 Ton,2025-06-26 12:41:22.681089,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.68109
1693,Crane 50 Ton,2025-06-26 12:41:22.743642,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.743643
1694,Crane 80 Ton,2025-06-26 12:41:22.806226,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.806227
1695,Boom Lift 120 Feet,2025-06-26 12:41:22.868769,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.868771
1696,Boom Lift 80 Feet,2025-06-26 12:41:22.931273,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.931275
1697,Boom Lift 60 Feet,2025-06-26 12:41:22.993842,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:22.993844
1698,Boom Lift 45 Feet,2025-06-26 12:41:23.056324,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:23.056326
1699,Scissor Lift 18 mtr,2025-06-26 12:41:23.11884,12:00 AM,,Scissor,254,,26/06/2025,12:00 AM,afternoon,2025-06-26 12:41:23.118842
1700,Crane 12 Ton,2025-06-26 12:44:00.962684,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:00.962686
1701,Crane 16 Ton,2025-06-26 12:44:01.025369,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.025371
1702,Crane 20 Ton,2025-06-26 12:44:01.088013,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.088015
1703,Crane 30 Ton,2025-06-26 12:44:01.150588,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.15059
1704,Crane 50 Ton,2025-06-26 12:44:01.21311,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.213113
1705,Crane 80 Ton,2025-06-26 12:44:01.275699,12:00 AM,,Crane,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.275701
1706,Boom Lift 120 Feet,2025-06-26 12:44:01.33823,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.338231
1707,Boom Lift 80 Feet,2025-06-26 12:44:01.400802,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.400804
1708,Boom Lift 60 Feet,2025-06-26 12:44:01.463898,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.463899
1709,Boom Lift 45 Feet,2025-06-26 12:44:01.526524,12:00 AM,,Boom,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.526526
1710,Scissor Lift 18 mtr,2025-06-26 12:44:01.589087,12:00 AM,,Scissor,254,,26/06/2025,12:00 AM,evening,2025-06-26 12:44:01.589089
1711,Crane 16 Ton,2025-06-27 09:26:38.141729,1:04 PM,,Crane,252,,27/06/2025,9:00 AM,afternoon,2025-06-27 09:26:38.14173
1712,Boom Lift 80 Feet,2025-06-27 09:26:38.203231,1:00 PM,,Boom,252,,27/06/2025,9:00 AM,afternoon,2025-06-27 09:26:38.203232
1713,Crane 12 Ton,2025-06-27 09:27:41.769475,1:00 PM,,Crane,250,,27/06/2025,9:00 AM,afternoon,2025-06-27 09:27:41.769477
1714,Crane 16 Ton,2025-06-27 09:27:41.833999,1:00 PM,,Crane,250,,27/06/2025,9:00 AM,afternoon,2025-06-27 09:27:41.834001
1715,Crane 16 Ton,2025-06-27 12:19:38.550999,6:00 PM,,Crane,250,,27/06/2025,9:00 AM,evening,2025-06-27 12:19:38.551001
1716,Crane 12 Ton,2025-06-27 12:19:38.612375,6:10 PM,,Crane,250,,27/06/2025,9:00 AM,evening,2025-06-27 12:19:38.612376
1717,Crane 16 Ton,2025-06-27 12:25:14.594519,6:03 PM,,Crane,252,,27/06/2025,9:00 AM,evening,2025-06-27 12:25:14.594521
1718,Boom Lift 80 Feet,2025-06-27 12:25:14.655957,6:00 PM,,Boom,252,,27/06/2025,9:00 AM,evening,2025-06-27 12:25:14.655959
1719,Crane 12 Ton,2025-06-28 09:01:16.71224,1:00 PM,,Crane,250,,28/06/2025,9:00 AM,afternoon,2025-06-28 09:01:16.712242
1720,Crane 16 Ton,2025-06-28 09:01:16.775432,1:11 PM,,Crane,250,,28/06/2025,9:00 AM,afternoon,2025-06-28 09:01:16.775434
1721,Crane 16 Ton,2025-06-28 09:02:24.182318,1:00 PM,,Crane,252,,28/06/2025,9:00 AM,afternoon,2025-06-28 09:02:24.182319
1722,Boom Lift 80 Feet,2025-06-28 09:02:24.244402,1:01 PM,,Boom,252,,28/06/2025,9:00 AM,afternoon,2025-06-28 09:02:24.244404
1723,Crane 12 Ton,2025-06-28 12:50:00.066694,6:18 PM,,Crane,250,,28/06/2025,9:00 AM,evening,2025-06-28 12:50:00.066696
1724,Crane 16 Ton,2025-06-28 12:50:00.124177,6:16 PM,,Crane,250,,28/06/2025,9:00 AM,evening,2025-06-28 12:50:00.12418
1725,Crane 16 Ton,2025-06-28 12:53:07.829058,6:01 PM,,Crane,252,,28/06/2025,9:00 AM,evening,2025-06-28 12:53:07.829059
1726,Boom Lift 80 Feet,2025-06-28 12:53:07.893268,6:09 PM,,Boom,252,,28/06/2025,9:00 AM,evening,2025-06-28 12:53:07.89327
1727,Crane 12 Ton,2025-06-30 09:16:03.471146,1:04 PM,,Crane,250,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:16:03.471147
1729,Crane 12 Ton,2025-06-30 09:16:03.514071,1:04 PM,,Crane,250,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:16:03.514073
1728,Crane 12 Ton,2025-06-30 09:16:03.525917,1:04 PM,,Crane,250,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:16:03.525919
1731,Crane 16 Ton,2025-06-30 09:16:03.578992,1:12 PM,,Crane,250,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:16:03.578993
1730,Crane 16 Ton,2025-06-30 09:16:03.53581,1:12 PM,,Crane,250,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:16:03.535812
1732,Crane 16 Ton,2025-06-30 09:16:03.586857,1:12 PM,,Crane,250,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:16:03.586858
1733,Crane 16 Ton,2025-06-30 09:25:20.855992,1:04 PM,,Crane,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:20.855994
1734,Boom Lift 80 Feet,2025-06-30 09:25:20.918819,1:14 PM,,Boom,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:20.918821
1735,Crane 16 Ton,2025-06-30 09:25:20.971663,1:04 PM,,Crane,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:20.971664
1736,Boom Lift 80 Feet,2025-06-30 09:25:21.034098,1:14 PM,,Boom,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:21.0341
1737,Crane 16 Ton,2025-06-30 09:25:21.264272,1:04 PM,,Crane,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:21.264274
1738,Boom Lift 80 Feet,2025-06-30 09:25:21.32653,1:14 PM,,Boom,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:21.326531
1739,Crane 16 Ton,2025-06-30 09:25:21.635239,1:04 PM,,Crane,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:21.63524
1740,Boom Lift 80 Feet,2025-06-30 09:25:21.699808,1:14 PM,,Boom,252,,30/06/2025,9:00 AM,afternoon,2025-06-30 09:25:21.699809
1741,Crane 12 Ton,2025-06-30 12:35:52.981592,6:03 PM,,Crane,250,,30/06/2025,9:00 AM,evening,2025-06-30 12:35:52.981594
1742,Crane 16 Ton,2025-06-30 12:35:53.045659,6:04 PM,,Crane,250,,30/06/2025,9:00 AM,evening,2025-06-30 12:35:53.045661
1743,Crane 16 Ton,2025-06-30 12:39:01.79177,6:06 PM,,Crane,252,,30/06/2025,9:06 AM,evening,2025-06-30 12:39:01.791771
1744,Crane 12 Ton,2025-06-30 12:39:01.874435,12:00 AM,,Crane,252,,30/06/2025,12:00 AM,evening,2025-06-30 12:39:01.874437
1745,Boom Lift 80 Feet,2025-06-30 12:39:01.938501,6:06 PM,,Boom,252,,30/06/2025,9:06 AM,evening,2025-06-30 12:39:01.938503
1746,Crane 12 Ton,2025-07-01 08:23:11.011871,1:00 PM,,Crane,250,,01/07/2025,9:00 AM,afternoon,2025-07-01 08:23:11.011872
1747,Crane 16 Ton,2025-07-01 08:23:11.074791,1:00 PM,,Crane,250,,01/07/2025,9:00 AM,afternoon,2025-07-01 08:23:11.074792
1748,Crane 16 Ton,2025-07-01 08:24:57.741429,1:00 PM,,Crane,252,,01/07/2025,9:00 AM,afternoon,2025-07-01 08:24:57.741431
1749,Boom Lift 80 Feet,2025-07-01 08:24:57.804787,1:00 PM,,Boom,252,,01/07/2025,9:00 AM,afternoon,2025-07-01 08:24:57.804788
1750,Crane 16 Ton,2025-07-01 13:22:20.353995,6:08 PM,,Crane,252,,01/07/2025,9:00 AM,evening,2025-07-01 13:22:20.353997
1751,Boom Lift 80 Feet,2025-07-01 13:22:20.418851,6:00 PM,,Boom,252,,01/07/2025,9:00 AM,evening,2025-07-01 13:22:20.418853
1752,Crane 12 Ton,2025-07-01 13:25:33.559307,6:00 PM,,Crane,250,,01/07/2025,9:00 AM,evening,2025-07-01 13:25:33.559308
1753,Crane 16 Ton,2025-07-01 13:25:33.624073,6:00 PM,,Crane,250,,01/07/2025,9:00 AM,evening,2025-07-01 13:25:33.624074
1754,Crane 12 Ton,2025-07-02 09:24:08.884477,1:00 PM,,Crane,250,,02/07/2025,9:00 AM,afternoon,2025-07-02 09:24:08.884478
1755,Crane 16 Ton,2025-07-02 09:24:08.947333,1:00 PM,,Crane,250,,02/07/2025,9:00 AM,afternoon,2025-07-02 09:24:08.947335
1756,Crane 16 Ton,2025-07-02 09:25:14.329486,1:00 PM,,Crane,252,,02/07/2025,9:00 AM,afternoon,2025-07-02 09:25:14.329487
1757,Boom Lift 80 Feet,2025-07-02 09:25:14.39211,1:00 PM,,Boom,252,,02/07/2025,9:00 AM,afternoon,2025-07-02 09:25:14.392112
1758,Crane 12 Ton,2025-07-02 12:09:49.496869,5:37 PM,,Crane,250,,02/07/2025,9:00 AM,evening,2025-07-02 12:09:49.496871
1759,Crane 16 Ton,2025-07-02 12:09:49.558118,6:00 PM,,Crane,250,,02/07/2025,9:00 AM,evening,2025-07-02 12:09:49.55812
1760,Crane 16 Ton,2025-07-02 12:48:57.231608,6:00 PM,,Crane,252,,02/07/2025,9:00 AM,evening,2025-07-02 12:48:57.23161
1761,Boom Lift 80 Feet,2025-07-02 12:48:57.296539,6:14 PM,,Boom,252,,02/07/2025,9:00 AM,evening,2025-07-02 12:48:57.296541
1762,Crane 12 Ton,2025-07-03 08:41:29.90004,1:10 PM,,Crane,250,,03/07/2025,9:00 AM,afternoon,2025-07-03 08:41:29.900041
1763,Crane 16 Ton,2025-07-03 08:41:29.95678,1:11 PM,,Crane,250,,03/07/2025,9:00 AM,afternoon,2025-07-03 08:41:29.956781
