id,created_at,project_id,reported_date,reporting_time,status,updated_at,dir_remark,pe_remark,pm_remark,pe_expense_remark,pe_machinary_remark,pe_material_remark,man_power_remark,pm_expense_remark,pm_machinary_remark,pm_material_remark,pm_manpower_remark,pm_after_machinary_remark,pm_after_manpower_remark,pm_even_machinary_remark,pm_morn_manpower_remark,submitted_by,after_man_power_remark,morn_man_power_remark,lattitude,longitude,approved_by,dir_aft_mach_remark,dir_aft_man_remark,dir_evng_expense_remark,dir_evng_mach_remark,dir_evng_mat_remark,dir_morn_man_remark,dir_mach_remark,dir_man_remark,dir_material_remark,dir_expense_remark
651,2025-07-28 18:58:49.911862,254,28/07/2025,morning,pending,2025-07-28 18:58:49.911878,,,,,,,No%20work%20,,,,,,,,,317,,,74.8046552,12.9712242,,,,,,,,,,,
652,2025-07-29 09:16:46.261123,251,29/07/2025,morning,pending,2025-07-29 09:16:46.261137,,,,,,,,,,,,,,,,339,,,0.0,0.0,,,,,,,,,,,
627,2025-07-25 09:13:33.3299,251,25/07/2025,morning,approved,2025-07-30 12:25:06.891115,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
630,2025-07-25 17:35:57.826642,251,25/07/2025,afternoon,approved,2025-07-30 12:25:06.891191,,,,,slowly%20working%20today%20strt%20tube%20fixings%20,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
631,2025-07-25 17:44:31.693288,251,25/07/2025,evening,approved,2025-07-30 12:25:06.891209,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
638,2025-07-26 18:23:36.898171,251,26/07/2025,evening,approved,2025-07-30 12:26:24.137802,,,,,,update%20accocisaries%20%20McL%208%20%20pipe%20strut%207%20nos%20,,,,,,,,,,339,,,75.8103735,14.5145414,314,,,,,,,,,,
666,2025-07-31 17:40:34.149982,253,31/07/2025,morning,pending,2025-07-31 17:40:34.149995,,,,,,,No%20work%20today%20,,,,,,,,,317,,,74.8182768,12.9237685,,,,,,,,,,,
644,2025-07-26 21:46:12.415868,254,26/07/2025,evening,approved,2025-08-01 11:32:04.902823,,,,,,,,,,,,,,,,317,,,74.8049223,12.9742364,314,,,,,,,,,,
667,2025-07-31 17:41:28.584871,254,31/07/2025,morning,approved,2025-08-01 11:32:16.170911,,,,,,,Side%20cladding%20sheeting%20along%20GL.B,,,,,,,,,317,,,74.8181572,12.9237268,314,,,,,,,,,,
668,2025-07-31 17:49:37.982282,254,31/07/2025,afternoon,approved,2025-08-01 11:32:16.170965,,,,,,,,,,,,,,,,317,,,74.818266,12.9237931,314,,,,,,,,,,
669,2025-07-31 17:52:13.251595,254,31/07/2025,evening,approved,2025-08-01 11:32:16.17098,,,,,Crane%20continuing%20,76%20sqm%20-%20side%20cladding%20fixed%20today%20,,,,,,,,,,317,,,74.8208261,12.9311376,314,,,,,,,,,,
662,2025-07-31 09:09:52.945103,251,31/07/2025,morning,approved,2025-08-01 11:32:54.397795,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
665,2025-07-31 17:27:58.376518,251,31/07/2025,afternoon,approved,2025-08-01 11:32:54.397848,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
670,2025-07-31 18:21:58.528432,251,31/07/2025,evening,approved,2025-08-01 11:32:54.397869,,,,,,,,,,,,,,,,339,,,76.072795,14.3829683,314,,,,,,,,,,
656,2025-07-30 10:31:53.365274,251,30/07/2025,morning,approved,2025-08-01 11:33:19.444487,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
658,2025-07-30 14:47:47.204423,251,30/07/2025,afternoon,approved,2025-08-01 11:33:19.44455,,,,,,,,,,,,,,,,339,,,76.0737633,14.3826967,314,,,,,,,,,,
661,2025-07-30 18:12:22.732719,251,30/07/2025,evening,approved,2025-08-01 11:33:19.444568,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
663,2025-07-31 09:17:20.590352,250,31/07/2025,morning,approved,2025-08-01 11:34:56.829277,,,,,,,,,,,,,,,,315,,,77.0523745,13.5259117,314,,,,,,,,,,
664,2025-07-31 14:35:02.892801,250,31/07/2025,afternoon,approved,2025-08-01 11:34:56.829339,,,,,,,,,,,,,,,,315,,,77.0523068,13.5257208,314,,,,,,,,,,
671,2025-07-31 19:12:16.656684,250,31/07/2025,evening,approved,2025-08-01 11:34:56.829361,,,,,,,,,,,,,,,,315,,,77.0432557,13.4849557,314,,,,,,,,,,
657,2025-07-30 10:43:48.455599,250,30/07/2025,morning,approved,2025-08-01 11:35:12.054401,,,,,,,,,,,,,,,,315,,,77.0523554,13.5260793,314,,,,,,,,,,
659,2025-07-30 18:06:27.932148,250,30/07/2025,afternoon,approved,2025-08-01 11:35:12.054456,,,,,,,,,,,,,,,,315,,,77.0523554,13.526078,314,,,,,,,,,,
660,2025-07-30 18:08:20.427238,250,30/07/2025,evening,approved,2025-08-01 11:35:12.054472,,,,,,,,,,,,,,,,315,,,77.0524281,13.5260836,314,,,,,,,,,,
653,2025-07-29 10:29:20.131873,250,29/07/2025,morning,approved,2025-08-01 11:35:28.40009,,,,,,,,,,,,,,,,315,,,77.0532232,13.5247053,314,,,,,,,,,,
654,2025-07-29 14:35:26.836548,250,29/07/2025,afternoon,approved,2025-08-01 11:35:28.400147,,,,,,,,,,,,,,,,315,,,77.0522557,13.5261266,314,,,,,,,,,,
655,2025-07-29 22:06:30.665616,250,29/07/2025,evening,approved,2025-08-01 11:35:28.400162,,,,,,,,,,,,,,,,315,,,77.5536769,12.9237555,314,,,,,,,,,,
672,2025-08-01 09:24:02.082959,251,01/08/2025,morning,approved,2025-08-01 20:22:46.72505,,,,,,,,,,,,,,,,339,,,76.0733524,14.3836153,314,,,,,,,,,,
673,2025-08-01 18:06:25.604413,251,01/08/2025,afternoon,approved,2025-08-01 20:22:46.725107,,,,,,,,,,,,,,,,339,,,76.0728525,14.3829128,314,,,,,,,,,,
674,2025-08-01 18:12:15.467854,251,01/08/2025,evening,approved,2025-08-01 20:22:46.725122,,,,,,,,,,,,,,,,339,,,76.07272,14.3830414,314,,,,,,,,,,
675,2025-08-01 20:19:35.522322,250,01/08/2025,morning,approved,2025-08-01 20:23:16.341212,,,,,,,,,,,,,,,,315,,,77.0547072,13.537243,314,,,,,,,,,,
676,2025-08-01 20:20:19.740647,250,01/08/2025,afternoon,approved,2025-08-01 20:23:16.341267,,,,,,,,,,,,,,,,315,,,77.0547101,13.5372447,314,,,,,,,,,,
677,2025-08-01 20:22:04.168924,250,01/08/2025,evening,approved,2025-08-01 20:23:16.341282,,,,,,,,,,,,,,,,315,,,77.0547019,13.5372597,314,,,,,,,,,,
680,2025-08-02 18:06:42.775336,251,02/08/2025,morning,approved,2025-08-02 18:37:07.523601,,,,,,,,,,,,,,,,339,,,77.5357629,13.0375025,314,,,,,,,,,,
681,2025-08-02 18:09:20.778258,251,02/08/2025,afternoon,approved,2025-08-02 18:37:07.523655,,,,,,,,,,,,,,,,339,,,77.5357602,13.0374957,314,,,,,,,,,,
682,2025-08-02 18:16:39.07113,251,02/08/2025,evening,approved,2025-08-02 18:37:07.523673,,,,,,,,,,,,,,,,339,,,77.5357614,13.0374958,314,,,,,,,,,,
678,2025-08-02 09:33:43.461283,250,02/08/2025,morning,approved,2025-08-02 18:37:23.763358,,,,,,,,,,,,,,,,315,,,77.0522808,13.524974,314,,,,,,,,,,
679,2025-08-02 16:20:42.430012,250,02/08/2025,afternoon,approved,2025-08-02 18:37:23.763416,,,,,,,,,,,,,,,,315,,,77.0523824,13.5260564,314,,,,,,,,,,
683,2025-08-02 18:20:39.653106,250,02/08/2025,evening,approved,2025-08-02 18:37:23.763431,,,,,,,,,,,,,,,,315,,,77.0523768,13.5261142,314,,,,,,,,,,
684,2025-08-03 10:28:36.860394,251,03/08/2025,morning,pending,2025-08-03 10:28:36.860409,,,,,,,,,,,,,,,,339,,,0.0,0.0,,,,,,,,,,,
685,2025-08-04 10:06:07.561305,251,04/08/2025,morning,approved,2025-08-05 06:29:16.193717,,,,,,,,,,,,,,,,339,,,76.0736842,14.3828623,314,,,,,,,,,,
688,2025-08-04 16:09:52.693511,251,04/08/2025,afternoon,approved,2025-08-05 06:29:16.193793,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
690,2025-08-04 19:04:25.020655,251,04/08/2025,evening,approved,2025-08-05 06:29:16.193808,,,,,,,,,,,,,,,,339,,,76.0732767,14.3828124,314,,,,,,,,,,
686,2025-08-04 14:26:39.610722,250,04/08/2025,morning,approved,2025-08-05 06:30:05.977411,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
687,2025-08-04 14:27:08.471162,250,04/08/2025,afternoon,approved,2025-08-05 06:30:05.977478,,,,,,,,,,,,,,,,315,,,77.0526295,13.5260024,314,,,,,,,,,,
689,2025-08-04 18:48:24.729822,250,04/08/2025,evening,approved,2025-08-05 06:30:05.977525,,,,,,,,,,,,,,,,315,,,77.0549359,13.5373405,314,,,,,,,,,,
703,2025-08-06 18:43:15.956879,253,06/08/2025,morning,pending,2025-08-06 18:43:15.956894,,,,,,,No%20work%20,,,,,,,,,317,,,74.8257724,12.928231,,,,,,,,,,,
692,2025-08-05 10:05:14.748454,251,05/08/2025,morning,approved,2025-08-07 13:54:56.283308,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
695,2025-08-05 19:06:31.941699,251,05/08/2025,afternoon,approved,2025-08-07 13:54:56.283361,,,,,,,,,,,,,,,,339,,,76.073299,14.3836316,314,,,,,,,,,,
696,2025-08-05 19:11:37.69881,251,05/08/2025,evening,approved,2025-08-07 13:54:56.283375,,,,,,,,,,,,,,,,339,,,76.0741311,14.3838745,314,,,,,,,,,,
697,2025-08-06 09:30:29.87842,250,06/08/2025,morning,approved,2025-08-07 13:55:13.561135,,,,,,,,,,,,,,,,315,,,77.0523696,13.5260831,314,,,,,,,,,,
699,2025-08-06 18:06:21.657451,250,06/08/2025,afternoon,approved,2025-08-07 13:55:13.561215,,,,,,,,,,,,,,,,315,,,77.0524454,13.5260029,314,,,,,,,,,,
691,2025-08-05 09:10:03.646623,250,05/08/2025,morning,approved,2025-08-07 13:55:31.123067,,,,,,,,,,,,,,,,315,,,77.0523052,13.5260106,314,,,,,,,,,,
693,2025-08-05 14:02:00.229515,250,05/08/2025,afternoon,approved,2025-08-07 13:55:31.123148,,,,,,,,,,,,,,,,315,,,77.0523645,13.5260841,314,,,,,,,,,,
694,2025-08-05 18:21:16.240054,250,05/08/2025,evening,approved,2025-08-07 13:55:31.123164,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
704,2025-08-06 18:46:00.844678,254,06/08/2025,morning,approved,2025-08-07 13:54:13.672345,,,,,,,Right%20trim%20fixed%2013%20nos%2C%20Holes%20making%20for%20J%20bolt%2CPVC%20mesh%20Mock%20up%2Cwall%20Girts%207%20nos%2C%20window%20channels%2011%20nos,,,,,,,,,317,,,74.8252863,12.9278741,314,,,,,,,,,,
705,2025-08-06 18:48:05.792787,254,06/08/2025,afternoon,approved,2025-08-07 13:54:13.67239,,,,,,,,,,,,,,,,317,,,74.8268115,12.9271273,314,,,,,,,,,,
706,2025-08-06 19:04:59.263882,254,06/08/2025,evening,approved,2025-08-07 13:54:13.672402,,,,,,,,,,,,,,,,317,,,74.8280873,12.9254071,314,,,,,,,,,,
698,2025-08-06 10:39:19.366979,251,06/08/2025,morning,approved,2025-08-07 13:54:38.042833,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
701,2025-08-06 18:22:44.926148,251,06/08/2025,afternoon,approved,2025-08-07 13:54:38.042882,,,,,,,,,,,,,,,,339,,,76.0733072,14.3836352,314,,,,,,,,,,
702,2025-08-06 18:41:49.27612,251,06/08/2025,evening,approved,2025-08-07 13:54:38.042956,,,,,,,,,,,,,,,,339,,,76.0732973,14.3836368,314,,,,,,,,,,
700,2025-08-06 18:09:24.709558,250,06/08/2025,evening,approved,2025-08-07 13:55:13.561229,,,,,,,,,,,,,,,,315,,,77.0523607,13.5260369,314,,,,,,,,,,
707,2025-08-07 08:39:17.120129,251,07/08/2025,morning,approved,2025-08-07 21:18:09.96985,,,,,,,,,,,,,,,,339,,,76.0732734,14.3828868,314,,,,,,,,,,
711,2025-08-07 19:23:15.729197,251,07/08/2025,afternoon,approved,2025-08-07 21:18:09.9699,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
712,2025-08-07 19:28:29.074912,251,07/08/2025,evening,approved,2025-08-07 21:18:09.969912,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
708,2025-08-07 14:41:16.871258,250,07/08/2025,morning,approved,2025-08-07 21:26:37.448413,,,,,,,,,,,,,,,,315,,,77.0524577,13.5257463,314,,,,,,,,,,
709,2025-08-07 14:41:46.517272,250,07/08/2025,afternoon,approved,2025-08-07 21:26:37.448464,,,,,,,,,,,,,,,,315,,,77.0525071,13.5259458,314,,,,,,,,,,
710,2025-08-07 18:47:15.68562,250,07/08/2025,evening,approved,2025-08-07 21:26:37.44848,,,,,,,,,,,,,,,,315,,,77.052697,13.5261861,314,,,,,,,,,,
714,2025-08-08 10:32:09.843172,258,08/08/2025,morning,pending,2025-08-08 10:32:09.843187,,,,,,,,,,,,,,,,337,,,75.9177749,14.4548616,,,,,,,,,,,
717,2025-08-08 18:04:01.522931,258,08/08/2025,afternoon,pending,2025-08-08 18:04:01.522946,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
713,2025-08-08 08:51:19.352579,251,08/08/2025,morning,approved,2025-08-08 18:38:37.082345,,,,,,,,,,,,,,,,339,,,76.0731467,14.383045,314,,,,,,,,,,
719,2025-08-08 18:25:11.05078,251,08/08/2025,afternoon,approved,2025-08-08 18:38:37.08239,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
720,2025-08-08 18:35:32.895862,251,08/08/2025,evening,approved,2025-08-08 18:38:37.082402,,,,,,,,,,,,,,,,339,,,76.073408,14.3830083,314,,,,,,,,,,
715,2025-08-08 13:36:58.791981,250,08/08/2025,morning,approved,2025-08-08 18:47:39.405431,,,,,,,,,,,,,,,,315,,,77.0523653,13.5260831,314,,,,,,,,,,
716,2025-08-08 13:37:25.50733,250,08/08/2025,afternoon,approved,2025-08-08 18:47:39.405497,,,,,,,,,,,,,,,,315,,,77.0523767,13.5261218,314,,,,,,,,,,
718,2025-08-08 18:08:39.618217,250,08/08/2025,evening,approved,2025-08-08 18:47:39.405509,,,,,,,,,,,,,,,,315,,,77.0524329,13.5261985,314,,,,,,,,,,
722,2025-08-09 09:14:26.536315,258,09/08/2025,morning,pending,2025-08-09 09:14:26.536329,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
728,2025-08-09 18:49:42.351615,253,09/08/2025,morning,pending,2025-08-09 18:49:42.35163,,,,,,,No%20work%20,,,,,,,,,317,,,74.8064787,12.9627451,,,,,,,,,,,
725,2025-08-09 18:44:37.697016,254,09/08/2025,morning,approved,2025-08-10 10:37:14.251461,,,,,,,window%20flashing%20%26%20Roof%20J%20bolt%20fixing%20,,,,,,,,,317,,,74.8118514,12.9471537,314,,,,,,,,,,
726,2025-08-09 18:46:55.178631,254,09/08/2025,afternoon,approved,2025-08-10 10:37:14.251511,,,,,,,,,,,,,,,,317,,,74.8101142,12.9501811,314,,,,,,,,,,
727,2025-08-09 18:49:10.496103,254,09/08/2025,evening,approved,2025-08-10 10:37:14.251524,,,,,,,,,,,,,,,,317,,,74.8083502,12.9555493,314,,,,,,,,,,
721,2025-08-09 08:35:58.184978,251,09/08/2025,morning,approved,2025-08-10 10:37:33.917637,,,,,,,,,,,,,,,,339,,,76.0733097,14.3836345,314,,,,,,,,,,
723,2025-08-09 18:32:09.89605,251,09/08/2025,afternoon,approved,2025-08-10 10:37:33.917684,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
724,2025-08-09 18:37:46.451348,251,09/08/2025,evening,approved,2025-08-10 10:37:33.917693,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
733,2025-08-11 10:05:22.285153,258,11/08/2025,morning,pending,2025-08-11 10:05:22.285169,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
742,2025-08-12 09:26:05.677784,258,12/08/2025,morning,pending,2025-08-12 09:26:05.677798,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
744,2025-08-12 14:44:52.171592,258,12/08/2025,afternoon,pending,2025-08-12 14:44:52.171613,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
753,2025-08-13 09:54:20.394079,258,13/08/2025,morning,pending,2025-08-13 09:54:20.394094,,,,,,,,,,,,,,,,337,,,75.9180091,14.4548236,,,,,,,,,,,
754,2025-08-13 14:30:55.42239,258,13/08/2025,afternoon,pending,2025-08-13 14:30:55.422405,,,,,,,,,,,,,,,,337,,,75.918126,14.4542994,,,,,,,,,,,
741,2025-08-12 09:05:06.429585,251,12/08/2025,morning,approved,2025-08-13 18:10:50.737879,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
745,2025-08-12 17:07:17.127089,251,12/08/2025,afternoon,approved,2025-08-13 18:10:50.737937,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
746,2025-08-12 17:07:17.128029,251,12/08/2025,afternoon,approved,2025-08-13 18:10:50.737948,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
747,2025-08-12 17:07:18.096905,251,12/08/2025,afternoon,approved,2025-08-13 18:10:50.737954,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
748,2025-08-12 18:06:55.750562,251,12/08/2025,evening,approved,2025-08-13 18:10:50.737963,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
732,2025-08-11 09:35:37.705756,251,11/08/2025,morning,approved,2025-08-13 18:11:08.683001,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
736,2025-08-11 17:44:14.990496,251,11/08/2025,afternoon,approved,2025-08-13 18:11:08.683053,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
738,2025-08-11 18:00:38.450798,251,11/08/2025,evening,approved,2025-08-13 18:11:08.683087,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
729,2025-08-10 10:34:45.566773,251,10/08/2025,morning,approved,2025-08-13 18:11:28.606428,,,,,,,,,,,,,,,,339,,,76.073145,14.382985,314,,,,,,,,,,
730,2025-08-10 23:12:50.073811,251,10/08/2025,afternoon,approved,2025-08-13 18:11:28.606508,,,,,,,,,,,,,,,,339,,,76.046589,14.3944582,314,,,,,,,,,,
731,2025-08-10 23:20:22.83103,251,10/08/2025,evening,approved,2025-08-13 18:11:28.606562,,,,,,,,,,,,,,,,339,,,76.0465881,14.3944582,314,,,,,,,,,,
751,2025-08-13 08:46:19.250752,250,13/08/2025,morning,approved,2025-08-13 18:11:47.048196,,,,,,,,,,,,,,,,315,,,77.052364,13.5256132,314,,,,,,,,,,
755,2025-08-13 14:53:34.233411,250,13/08/2025,afternoon,approved,2025-08-13 18:11:47.048249,,,,,,,,,,,,,,,,315,,,77.0526024,13.5243514,314,,,,,,,,,,
756,2025-08-13 14:53:36.529604,250,13/08/2025,afternoon,approved,2025-08-13 18:11:47.048256,,,,,,,,,,,,,,,,315,,,77.0526024,13.5243514,314,,,,,,,,,,
743,2025-08-12 10:29:17.777221,250,12/08/2025,morning,approved,2025-08-13 18:12:06.000172,,,,,,,,,,,,,,,,315,,,77.0523621,13.5259802,314,,,,,,,,,,
749,2025-08-12 18:26:28.928437,250,12/08/2025,afternoon,approved,2025-08-13 18:12:06.000206,,,,,,,,,,,,,,,,315,,,77.0530866,13.535285,314,,,,,,,,,,
750,2025-08-12 18:28:15.450894,250,12/08/2025,evening,approved,2025-08-13 18:12:06.000213,,,,,,,,,,,,,,,,315,,,77.0530054,13.5352974,314,,,,,,,,,,
734,2025-08-11 11:43:19.360343,250,11/08/2025,morning,approved,2025-08-13 18:12:23.962697,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
735,2025-08-11 15:40:55.132779,250,11/08/2025,afternoon,approved,2025-08-13 18:12:23.962728,,,,,,,,,,,,,,,,315,,,77.0533482,13.5256449,314,,,,,,,,,,
740,2025-08-11 18:36:22.257748,250,11/08/2025,evening,approved,2025-08-13 18:12:23.962734,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
752,2025-08-13 09:27:14.227508,251,13/08/2025,morning,approved,2025-08-17 09:36:24.074062,,,,,,,,,,,,,,,,339,,,76.0736467,14.3828783,314,,,,,,,,,,
758,2025-08-13 17:54:38.137449,251,13/08/2025,afternoon,approved,2025-08-17 09:36:24.074095,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
739,2025-08-11 18:00:38.492708,251,11/08/2025,evening,rejected,2025-08-13 18:11:08.683067,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
737,2025-08-11 18:00:38.434705,251,11/08/2025,evening,rejected,2025-08-13 18:11:08.683077,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
757,2025-08-13 17:30:46.573009,250,13/08/2025,evening,approved,2025-08-13 18:11:47.048262,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
761,2025-08-14 09:51:51.051783,258,14/08/2025,morning,pending,2025-08-14 09:51:51.051798,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
765,2025-08-14 14:52:42.998916,258,14/08/2025,afternoon,pending,2025-08-14 14:52:42.998932,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
770,2025-08-15 09:17:16.230493,251,15/08/2025,morning,approved,2025-08-15 19:42:56.289279,,,,,,,,,,,,,,,,339,,,76.07303,14.3830367,314,,,,,,,,,,
771,2025-08-15 17:06:32.473202,251,15/08/2025,afternoon,approved,2025-08-15 19:42:56.289323,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
772,2025-08-15 17:10:27.107102,251,15/08/2025,evening,approved,2025-08-15 19:42:56.289329,,,,,,,,,,,,,,,,339,,,76.0465834,14.3944585,314,,,,,,,,,,
774,2025-08-16 10:02:22.716764,258,16/08/2025,morning,pending,2025-08-16 10:02:22.716779,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
777,2025-08-17 08:47:31.00356,251,17/08/2025,morning,pending,2025-08-17 08:47:31.003576,,,,,,,,,,,,,,,,339,,,76.06535,14.3865433,,,,,,,,,,,
762,2025-08-14 11:48:55.492067,250,14/08/2025,morning,approved,2025-08-17 09:35:34.161339,,,,,,,,,,,,,,,,315,,,77.0535299,13.5254114,314,,,,,,,,,,
763,2025-08-14 14:13:14.187624,250,14/08/2025,afternoon,approved,2025-08-17 09:35:34.161376,,,,,,,,,,,,,,,,315,,,77.0523965,13.5261212,314,,,,,,,,,,
766,2025-08-14 16:59:16.204356,250,14/08/2025,evening,approved,2025-08-17 09:35:34.161382,,,,,,,,,,,,,,,,315,,,77.05291,13.5262288,314,,,,,,,,,,
767,2025-08-14 16:59:16.301847,250,14/08/2025,evening,approved,2025-08-17 09:35:34.161388,,,,,,,,,,,,,,,,315,,,77.05291,13.5262288,314,,,,,,,,,,
768,2025-08-14 16:59:16.391036,250,14/08/2025,evening,approved,2025-08-17 09:35:34.161402,,,,,,,,,,,,,,,,315,,,77.05291,13.5262288,314,,,,,,,,,,
759,2025-08-13 18:19:52.60404,251,13/08/2025,evening,approved,2025-08-17 09:36:24.074101,,,,,,,,,,,,,,,,339,,,76.0846946,14.3814874,314,,,,,,,,,,
760,2025-08-14 09:25:27.944441,251,14/08/2025,morning,approved,2025-08-17 09:36:58.301423,,,,,,,,,,,,,,,,339,,,76.0735539,14.38311,314,,,,,,,,,,
764,2025-08-14 14:24:53.628343,251,14/08/2025,afternoon,approved,2025-08-17 09:36:58.301457,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
769,2025-08-14 17:56:40.5208,251,14/08/2025,evening,approved,2025-08-17 09:36:58.301464,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
773,2025-08-16 08:51:16.605969,251,16/08/2025,morning,approved,2025-08-17 09:37:33.048353,,,,,,,,,,,,,,,,339,,,76.0733072,14.3836352,314,,,,,,,,,,
775,2025-08-16 14:04:30.113847,251,16/08/2025,afternoon,approved,2025-08-17 09:37:33.048388,,,,,,,,,,,,,,,,339,,,76.0731649,14.3828329,314,,,,,,,,,,
776,2025-08-16 18:12:01.489001,251,16/08/2025,evening,approved,2025-08-17 09:37:33.048395,,,,,,,,,,,,,,,,339,,,76.073309,14.3836354,314,,,,,,,,,,
779,2025-08-18 09:59:57.224086,258,18/08/2025,morning,pending,2025-08-18 09:59:57.224101,,,,,,,,,,,,,,,,337,,,75.9180961,14.454488,,,,,,,,,,,
787,2025-08-19 09:15:39.051113,258,19/08/2025,morning,pending,2025-08-19 09:15:39.051128,,,,,,,Due%20to%20contineous%20rain%20work%20stopped,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
794,2025-08-20 11:07:18.283564,258,20/08/2025,morning,pending,2025-08-20 11:07:18.283578,,,,,,,,,,,,,,,,337,,,0.0,0.0,,,,,,,,,,,
778,2025-08-18 09:46:12.851411,250,18/08/2025,morning,approved,2025-08-20 21:29:23.806439,,,,,,,,,,,,,,,,315,,,77.0525231,13.5254997,314,,,,,,,,,,
782,2025-08-18 17:47:04.01839,250,18/08/2025,afternoon,approved,2025-08-20 21:29:23.806476,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
783,2025-08-18 17:49:00.887761,250,18/08/2025,evening,approved,2025-08-20 21:29:23.806482,,,,,,,,,,,,,,,,315,,,77.0523253,13.5261424,314,,,,,,,,,,
786,2025-08-19 09:14:28.993797,250,19/08/2025,morning,approved,2025-08-20 21:29:39.421244,,,,,,,,,,,,,,,,315,,,77.052358,13.5260909,314,,,,,,,,,,
791,2025-08-19 18:28:15.397756,250,19/08/2025,afternoon,approved,2025-08-20 21:29:39.421285,,,,,,,,,,,,,,,,315,,,77.0523561,13.5260946,314,,,,,,,,,,
792,2025-08-19 18:30:21.955024,250,19/08/2025,evening,approved,2025-08-20 21:29:39.421293,,,,,,Due%20to%20contractor%20internal%20issue%20half%20day%20work%20not%20happened,,,,,,,,,,315,,,77.0522636,13.5259397,314,,,,,,,,,,
793,2025-08-20 10:08:17.549868,250,20/08/2025,morning,approved,2025-08-20 21:30:04.449468,,,,,,,,,,,,,,,,315,,,77.0537952,13.5247435,314,,,,,,,,,,
795,2025-08-20 16:47:01.38074,250,20/08/2025,afternoon,approved,2025-08-20 21:30:04.449506,,,,,,,,,,,,,,,,315,,,77.052486,13.5255412,314,,,,,,,,,,
798,2025-08-20 17:50:18.360413,250,20/08/2025,evening,approved,2025-08-20 21:30:04.449516,,,,,,,,,,,,,,,,315,,,0.0,0.0,314,,,,,,,,,,
780,2025-08-18 11:25:22.75247,251,18/08/2025,morning,approved,2025-08-20 21:30:26.408348,,,,,,,,,,,,,,,,339,,,0.0,0.0,314,,,,,,,,,,
781,2025-08-18 15:44:43.6256,251,18/08/2025,afternoon,approved,2025-08-20 21:30:26.408381,,,,,,,,,,,,,,,,339,,,76.0735317,14.3823933,314,,,,,,,,,,
