id,created_at,man_count,man_power_type,reported_date,reporting_time,updated_at,project_id,remark
4466,2025-10-24 14:32:58.208471,14,Rigger / Helper,24/10/2025,afternoon,2025-10-24 14:32:58.208474,251,
4467,2025-10-24 14:32:58.270046,4,Others,24/10/2025,afternoon,2025-10-24 14:32:58.270049,251,
4468,2025-10-24 14:32:58.331612,0,Welder / Gas Cutter / Grinder,24/10/2025,afternoon,2025-10-24 14:32:58.331615,251,
4469,2025-10-24 14:32:58.3932,0,Signal Man / Fire Man,24/10/2025,afternoon,2025-10-24 14:32:58.393203,251,
4470,2025-10-24 14:32:58.454781,0,Daily Wage Labour,24/10/2025,afternoon,2025-10-24 14:32:58.454783,251,
4471,2025-10-25 03:25:40.326213,2,Fitter / Fabricator,25/10/2025,morning,2025-10-25 03:25:40.326216,251,
4472,2025-10-25 03:25:40.388192,11,Rigger / Helper,25/10/2025,morning,2025-10-25 03:25:40.388195,251,
4473,2025-10-25 03:25:40.450095,4,Others,25/10/2025,morning,2025-10-25 03:25:40.450098,251,
4474,2025-10-25 03:25:40.511923,0,Welder / Gas Cutter / Grinder,25/10/2025,morning,2025-10-25 03:25:40.511926,251,
4475,2025-10-25 03:25:40.574147,0,Signal Man / Fire Man,25/10/2025,morning,2025-10-25 03:25:40.57415,251,
4476,2025-10-25 03:25:40.636135,0,Daily Wage Labour,25/10/2025,morning,2025-10-25 03:25:40.636137,251,
4477,2025-10-25 03:36:56.361574,2,Welder / Gas Cutter / Grinder,25/10/2025,morning,2025-10-25 03:36:56.361577,250,
3499,2025-09-02 05:38:31.698536,2,Welder / Gas Cutter / Grinder,02/09/2025,morning,2025-09-02 05:38:31.698538,250,
3500,2025-09-02 05:38:31.763992,8,Fitter / Fabricator,02/09/2025,morning,2025-09-02 05:38:31.763994,250,
3501,2025-09-02 05:38:31.829197,8,Rigger / Helper,02/09/2025,morning,2025-09-02 05:38:31.829199,250,
3502,2025-09-02 05:38:31.894583,0,Signal Man / Fire Man,02/09/2025,morning,2025-09-02 05:38:31.894584,250,
3503,2025-09-02 05:38:31.960318,0,Daily Wage Labour,02/09/2025,morning,2025-09-02 05:38:31.960319,250,
3504,2025-09-02 05:38:32.025623,0,Others,02/09/2025,morning,2025-09-02 05:38:32.025625,250,
3505,2025-09-02 09:18:00.86766,2,Welder / Gas Cutter / Grinder,02/09/2025,afternoon,2025-09-02 09:18:00.867661,250,
3506,2025-09-02 09:18:00.932833,8,Fitter / Fabricator,02/09/2025,afternoon,2025-09-02 09:18:00.932835,250,
3507,2025-09-02 09:18:00.997875,8,Rigger / Helper,02/09/2025,afternoon,2025-09-02 09:18:00.997877,250,
3508,2025-09-02 09:18:01.063093,0,Signal Man / Fire Man,02/09/2025,afternoon,2025-09-02 09:18:01.063095,250,
3509,2025-09-02 09:18:01.130847,0,Daily Wage Labour,02/09/2025,afternoon,2025-09-02 09:18:01.130849,250,
3510,2025-09-02 09:18:01.196026,0,Others,02/09/2025,afternoon,2025-09-02 09:18:01.196028,250,
3511,2025-09-02 09:34:04.683406,17,Fitter / Fabricator,02/09/2025,afternoon,2025-09-02 09:34:04.683408,251,
3512,2025-09-02 09:34:04.747762,15,Rigger / Helper,02/09/2025,afternoon,2025-09-02 09:34:04.747763,251,
3513,2025-09-02 09:34:04.812341,5,Others,02/09/2025,afternoon,2025-09-02 09:34:04.812343,251,
3514,2025-09-02 09:34:04.876792,0,Welder / Gas Cutter / Grinder,02/09/2025,afternoon,2025-09-02 09:34:04.876793,251,
3515,2025-09-02 09:34:04.941136,0,Signal Man / Fire Man,02/09/2025,afternoon,2025-09-02 09:34:04.941137,251,
3516,2025-09-02 09:34:05.005549,0,Daily Wage Labour,02/09/2025,afternoon,2025-09-02 09:34:05.005551,251,
3517,2025-09-03 03:36:04.63247,2,Welder / Gas Cutter / Grinder,03/09/2025,morning,2025-09-03 03:36:04.632471,250,
3518,2025-09-03 03:36:04.69531,7,Fitter / Fabricator,03/09/2025,morning,2025-09-03 03:36:04.695312,250,
3519,2025-09-03 03:36:04.757916,7,Rigger / Helper,03/09/2025,morning,2025-09-03 03:36:04.757918,250,
3520,2025-09-03 03:36:04.820722,0,Signal Man / Fire Man,03/09/2025,morning,2025-09-03 03:36:04.820724,250,
3521,2025-09-03 03:36:04.883834,0,Daily Wage Labour,03/09/2025,morning,2025-09-03 03:36:04.883836,250,
3522,2025-09-03 03:36:04.946502,0,Others,03/09/2025,morning,2025-09-03 03:36:04.946503,250,
3523,2025-09-03 04:13:34.634569,11,Fitter / Fabricator,03/09/2025,morning,2025-09-03 04:13:34.634571,251,
3524,2025-09-03 04:13:34.696654,17,Rigger / Helper,03/09/2025,morning,2025-09-03 04:13:34.696656,251,
3525,2025-09-03 04:13:34.75877,5,Others,03/09/2025,morning,2025-09-03 04:13:34.758771,251,
3526,2025-09-03 04:13:34.820722,0,Welder / Gas Cutter / Grinder,03/09/2025,morning,2025-09-03 04:13:34.820724,251,
3527,2025-09-03 04:13:34.882541,0,Signal Man / Fire Man,03/09/2025,morning,2025-09-03 04:13:34.882542,251,
3528,2025-09-03 04:13:34.944354,0,Daily Wage Labour,03/09/2025,morning,2025-09-03 04:13:34.944355,251,
3529,2025-09-03 10:46:41.539506,11,Fitter / Fabricator,03/09/2025,afternoon,2025-09-03 10:46:41.539508,251,
3530,2025-09-03 10:46:41.605197,19,Rigger / Helper,03/09/2025,afternoon,2025-09-03 10:46:41.605199,251,
3531,2025-09-03 10:46:41.670798,5,Others,03/09/2025,afternoon,2025-09-03 10:46:41.670799,251,
3532,2025-09-03 10:46:41.736448,0,Welder / Gas Cutter / Grinder,03/09/2025,afternoon,2025-09-03 10:46:41.73645,251,
3533,2025-09-03 10:46:41.802097,0,Signal Man / Fire Man,03/09/2025,afternoon,2025-09-03 10:46:41.802098,251,
3534,2025-09-03 10:46:41.867666,0,Daily Wage Labour,03/09/2025,afternoon,2025-09-03 10:46:41.867668,251,
3535,2025-09-03 13:08:02.95993,2,Welder / Gas Cutter / Grinder,03/09/2025,afternoon,2025-09-03 13:08:02.959931,250,
3536,2025-09-03 13:08:03.022103,7,Fitter / Fabricator,03/09/2025,afternoon,2025-09-03 13:08:03.022105,250,
3537,2025-09-03 13:08:03.08431,7,Rigger / Helper,03/09/2025,afternoon,2025-09-03 13:08:03.084312,250,
3538,2025-09-03 13:08:03.146472,0,Signal Man / Fire Man,03/09/2025,afternoon,2025-09-03 13:08:03.146475,250,
3539,2025-09-03 13:08:03.208611,0,Daily Wage Labour,03/09/2025,afternoon,2025-09-03 13:08:03.208613,250,
3540,2025-09-03 13:08:03.270759,0,Others,03/09/2025,afternoon,2025-09-03 13:08:03.270761,250,
3541,2025-09-04 05:13:00.809643,19,Fitter / Fabricator,04/09/2025,morning,2025-09-04 05:13:00.809645,251,
3542,2025-09-04 05:13:00.872962,11,Rigger / Helper,04/09/2025,morning,2025-09-04 05:13:00.872964,251,
3543,2025-09-04 05:13:00.93637,5,Others,04/09/2025,morning,2025-09-04 05:13:00.936372,251,
3544,2025-09-04 05:13:00.999676,0,Welder / Gas Cutter / Grinder,04/09/2025,morning,2025-09-04 05:13:00.999677,251,
3545,2025-09-04 05:13:01.063146,0,Signal Man / Fire Man,04/09/2025,morning,2025-09-04 05:13:01.063148,251,
3546,2025-09-04 05:13:01.126636,0,Daily Wage Labour,04/09/2025,morning,2025-09-04 05:13:01.126637,251,
3553,2025-09-04 08:09:44.322158,11,Fitter / Fabricator,04/09/2025,afternoon,2025-09-04 08:09:44.322161,251,
3554,2025-09-04 08:09:44.387534,19,Rigger / Helper,04/09/2025,afternoon,2025-09-04 08:09:44.387536,251,
3555,2025-09-04 08:09:44.452681,5,Others,04/09/2025,afternoon,2025-09-04 08:09:44.452682,251,
3556,2025-09-04 08:09:44.517882,0,Welder / Gas Cutter / Grinder,04/09/2025,afternoon,2025-09-04 08:09:44.517884,251,
3557,2025-09-04 08:09:44.583079,0,Signal Man / Fire Man,04/09/2025,afternoon,2025-09-04 08:09:44.583081,251,
3558,2025-09-04 08:09:44.648445,0,Daily Wage Labour,04/09/2025,afternoon,2025-09-04 08:09:44.648446,251,
3559,2025-09-04 10:52:52.147426,2,Welder / Gas Cutter / Grinder,04/09/2025,afternoon,2025-09-04 10:52:52.147427,250,
3560,2025-09-04 10:52:52.210488,9,Fitter / Fabricator,04/09/2025,afternoon,2025-09-04 10:52:52.210489,250,
3561,2025-09-04 10:52:52.273316,9,Rigger / Helper,04/09/2025,afternoon,2025-09-04 10:52:52.273318,250,
3562,2025-09-04 10:52:52.336043,0,Signal Man / Fire Man,04/09/2025,afternoon,2025-09-04 10:52:52.336044,250,
3563,2025-09-04 10:52:52.398837,0,Daily Wage Labour,04/09/2025,afternoon,2025-09-04 10:52:52.398839,250,
3564,2025-09-04 10:52:52.4615,0,Others,04/09/2025,afternoon,2025-09-04 10:52:52.461502,250,
3565,2025-09-05 08:56:03.73357,2,Welder / Gas Cutter / Grinder,05/09/2025,morning,2025-09-05 08:56:03.733571,250,
3566,2025-09-05 08:56:03.796132,6,Fitter / Fabricator,05/09/2025,morning,2025-09-05 08:56:03.796134,250,
3567,2025-09-05 08:56:03.858582,6,Rigger / Helper,05/09/2025,morning,2025-09-05 08:56:03.858583,250,
3568,2025-09-05 08:56:03.922099,0,Signal Man / Fire Man,05/09/2025,morning,2025-09-05 08:56:03.922101,250,
3569,2025-09-05 08:56:03.984527,0,Daily Wage Labour,05/09/2025,morning,2025-09-05 08:56:03.984529,250,
3570,2025-09-05 08:56:04.047145,0,Others,05/09/2025,morning,2025-09-05 08:56:04.047147,250,
3571,2025-09-05 08:56:32.732828,2,Welder / Gas Cutter / Grinder,05/09/2025,afternoon,2025-09-05 08:56:32.73283,250,
3572,2025-09-05 08:56:32.795274,6,Fitter / Fabricator,05/09/2025,afternoon,2025-09-05 08:56:32.795274,250,
3573,2025-09-05 08:56:32.857754,6,Rigger / Helper,05/09/2025,afternoon,2025-09-05 08:56:32.857755,250,
3574,2025-09-05 08:56:32.920282,0,Signal Man / Fire Man,05/09/2025,afternoon,2025-09-05 08:56:32.920284,250,
3575,2025-09-05 08:56:32.983355,0,Daily Wage Labour,05/09/2025,afternoon,2025-09-05 08:56:32.983357,250,
3576,2025-09-05 08:56:33.045863,0,Others,05/09/2025,afternoon,2025-09-05 08:56:33.045865,250,
3577,2025-09-08 04:49:29.650811,0,Welder / Gas Cutter / Grinder,08/09/2025,morning,2025-09-08 04:49:29.650818,251,
3578,2025-09-08 04:49:29.717055,0,Fitter / Fabricator,08/09/2025,morning,2025-09-08 04:49:29.717062,251,
3547,2025-09-04 05:13:36.362228,2,Welder / Gas Cutter / Grinder,04/09/2025,morning,2025-09-04 05:13:36.362229,250,
3548,2025-09-04 05:13:36.426559,9,Fitter / Fabricator,04/09/2025,morning,2025-09-04 05:13:36.426561,250,
3549,2025-09-04 05:13:36.490038,9,Rigger / Helper,04/09/2025,morning,2025-09-04 05:13:36.490039,250,
3550,2025-09-04 05:13:36.553704,0,Signal Man / Fire Man,04/09/2025,morning,2025-09-04 05:13:36.553706,250,
3551,2025-09-04 05:13:36.617298,0,Daily Wage Labour,04/09/2025,morning,2025-09-04 05:13:36.617299,250,
3552,2025-09-04 05:13:36.680905,0,Others,04/09/2025,morning,2025-09-04 05:13:36.680907,250,
3579,2025-09-08 04:49:29.782609,0,Rigger / Helper,08/09/2025,morning,2025-09-08 04:49:29.782615,251,
3580,2025-09-08 04:49:29.847988,0,Signal Man / Fire Man,08/09/2025,morning,2025-09-08 04:49:29.847994,251,
3581,2025-09-08 04:49:29.91339,0,Daily Wage Labour,08/09/2025,morning,2025-09-08 04:49:29.913409,251,
3582,2025-09-08 04:49:29.978802,0,Others,08/09/2025,morning,2025-09-08 04:49:29.978807,251,
3583,2025-09-08 04:50:03.253494,0,Welder / Gas Cutter / Grinder,08/09/2025,afternoon,2025-09-08 04:50:03.253503,251,hhxh
3584,2025-09-08 04:50:03.317585,0,Fitter / Fabricator,08/09/2025,afternoon,2025-09-08 04:50:03.317589,251,hhxh
3585,2025-09-08 04:50:03.381358,0,Rigger / Helper,08/09/2025,afternoon,2025-09-08 04:50:03.381363,251,hhxh
3586,2025-09-08 04:50:03.445241,0,Signal Man / Fire Man,08/09/2025,afternoon,2025-09-08 04:50:03.445246,251,hhxh
3587,2025-09-08 04:50:03.508958,0,Daily Wage Labour,08/09/2025,afternoon,2025-09-08 04:50:03.508962,251,hhxh
3588,2025-09-08 04:50:03.572992,0,Others,08/09/2025,afternoon,2025-09-08 04:50:03.572996,251,hhxh
4135,2025-10-10 11:58:32.436627,2,Fitter / Fabricator,10/10/2025,afternoon,2025-10-10 11:58:32.43663,251,
4136,2025-10-10 11:58:32.498218,10,Rigger / Helper,10/10/2025,afternoon,2025-10-10 11:58:32.498221,251,
4137,2025-10-10 11:58:32.55965,4,Others,10/10/2025,afternoon,2025-10-10 11:58:32.559653,251,
4138,2025-10-10 11:58:32.621294,0,Welder / Gas Cutter / Grinder,10/10/2025,afternoon,2025-10-10 11:58:32.621297,251,
4139,2025-10-10 11:58:32.682949,0,Signal Man / Fire Man,10/10/2025,afternoon,2025-10-10 11:58:32.682952,251,
4140,2025-10-10 11:58:32.744545,0,Daily Wage Labour,10/10/2025,afternoon,2025-10-10 11:58:32.744549,251,
4141,2025-10-10 12:30:17.002759,0,Welder / Gas Cutter / Grinder,10/10/2025,morning,2025-10-10 12:30:17.002762,260,
4142,2025-10-10 12:30:17.06737,0,Fitter / Fabricator,10/10/2025,morning,2025-10-10 12:30:17.067373,260,
4143,2025-10-10 12:30:17.131845,0,Rigger / Helper,10/10/2025,morning,2025-10-10 12:30:17.131848,260,
4144,2025-10-10 12:30:17.196741,0,Signal Man / Fire Man,10/10/2025,morning,2025-10-10 12:30:17.196744,260,
4145,2025-10-10 12:30:17.261247,0,Daily Wage Labour,10/10/2025,morning,2025-10-10 12:30:17.261249,260,
4146,2025-10-10 12:30:17.325543,0,Others,10/10/2025,morning,2025-10-10 12:30:17.325547,260,
4147,2025-10-10 12:30:40.032599,0,Welder / Gas Cutter / Grinder,10/10/2025,afternoon,2025-10-10 12:30:40.032607,260,
4148,2025-10-10 12:30:40.09722,0,Fitter / Fabricator,10/10/2025,afternoon,2025-10-10 12:30:40.097223,260,
4149,2025-10-10 12:30:40.161631,0,Rigger / Helper,10/10/2025,afternoon,2025-10-10 12:30:40.161635,260,
4150,2025-10-10 12:30:40.226196,0,Signal Man / Fire Man,10/10/2025,afternoon,2025-10-10 12:30:40.226199,260,
4151,2025-10-10 12:30:40.29061,0,Daily Wage Labour,10/10/2025,afternoon,2025-10-10 12:30:40.290614,260,
4152,2025-10-10 12:30:40.356021,0,Others,10/10/2025,afternoon,2025-10-10 12:30:40.356024,260,
4153,2025-10-10 12:49:50.534007,2,Welder / Gas Cutter / Grinder,10/10/2025,morning,2025-10-10 12:49:50.534011,250,
4154,2025-10-10 12:49:50.596473,4,Fitter / Fabricator,10/10/2025,morning,2025-10-10 12:49:50.596477,250,
4155,2025-10-10 12:49:50.658775,4,Rigger / Helper,10/10/2025,morning,2025-10-10 12:49:50.658778,250,
4156,2025-10-10 12:49:50.720987,0,Signal Man / Fire Man,10/10/2025,morning,2025-10-10 12:49:50.72099,250,
4157,2025-10-10 12:49:50.783673,0,Daily Wage Labour,10/10/2025,morning,2025-10-10 12:49:50.783677,250,
4158,2025-10-10 12:49:50.846063,0,Others,10/10/2025,morning,2025-10-10 12:49:50.846066,250,
4159,2025-10-10 12:50:46.280696,2,Welder / Gas Cutter / Grinder,10/10/2025,afternoon,2025-10-10 12:50:46.2807,250,
4160,2025-10-10 12:50:46.34423,4,Fitter / Fabricator,10/10/2025,afternoon,2025-10-10 12:50:46.344233,250,
4161,2025-10-10 12:50:46.407872,4,Rigger / Helper,10/10/2025,afternoon,2025-10-10 12:50:46.407875,250,
4162,2025-10-10 12:50:46.471317,0,Signal Man / Fire Man,10/10/2025,afternoon,2025-10-10 12:50:46.471321,250,
4163,2025-10-10 12:50:46.534682,0,Daily Wage Labour,10/10/2025,afternoon,2025-10-10 12:50:46.534685,250,
4164,2025-10-10 12:50:46.598351,0,Others,10/10/2025,afternoon,2025-10-10 12:50:46.598355,250,
4165,2025-10-10 12:52:15.278541,1,Welder / Gas Cutter / Grinder,10/10/2025,morning,2025-10-10 12:52:15.278544,265,
4166,2025-10-10 12:52:15.341511,2,Fitter / Fabricator,10/10/2025,morning,2025-10-10 12:52:15.341514,265,
4167,2025-10-10 12:52:15.404501,3,Rigger / Helper,10/10/2025,morning,2025-10-10 12:52:15.404504,265,
4168,2025-10-10 12:52:15.467479,0,Signal Man / Fire Man,10/10/2025,morning,2025-10-10 12:52:15.467482,265,
4169,2025-10-10 12:52:15.530496,0,Daily Wage Labour,10/10/2025,morning,2025-10-10 12:52:15.530499,265,
4170,2025-10-10 12:52:15.593544,0,Others,10/10/2025,morning,2025-10-10 12:52:15.593547,265,
4171,2025-10-10 12:53:09.959859,1,Welder / Gas Cutter / Grinder,10/10/2025,afternoon,2025-10-10 12:53:09.959862,265,coulmn%20alignment%20
4172,2025-10-10 12:53:10.021707,2,Fitter / Fabricator,10/10/2025,afternoon,2025-10-10 12:53:10.02171,265,coulmn%20alignment%20
4173,2025-10-10 12:53:10.083507,3,Rigger / Helper,10/10/2025,afternoon,2025-10-10 12:53:10.08351,265,coulmn%20alignment%20
4174,2025-10-10 12:53:10.145275,0,Signal Man / Fire Man,10/10/2025,afternoon,2025-10-10 12:53:10.145278,265,coulmn%20alignment%20
4175,2025-10-10 12:53:10.207084,0,Daily Wage Labour,10/10/2025,afternoon,2025-10-10 12:53:10.207088,265,coulmn%20alignment%20
4176,2025-10-10 12:53:10.268832,0,Others,10/10/2025,afternoon,2025-10-10 12:53:10.268834,265,coulmn%20alignment%20
4177,2025-10-11 04:34:01.764965,2,Fitter / Fabricator,11/10/2025,morning,2025-10-11 04:34:01.764968,251,
4178,2025-10-11 04:34:01.827476,10,Rigger / Helper,11/10/2025,morning,2025-10-11 04:34:01.827479,251,
4179,2025-10-11 04:34:01.890046,4,Others,11/10/2025,morning,2025-10-11 04:34:01.89005,251,
4180,2025-10-11 04:34:01.95278,0,Welder / Gas Cutter / Grinder,11/10/2025,morning,2025-10-11 04:34:01.952783,251,
4181,2025-10-11 04:34:02.015169,0,Signal Man / Fire Man,11/10/2025,morning,2025-10-11 04:34:02.015173,251,
4182,2025-10-11 04:34:02.077687,0,Daily Wage Labour,11/10/2025,morning,2025-10-11 04:34:02.07769,251,
4183,2025-10-11 07:33:11.019622,2,Fitter / Fabricator,11/10/2025,afternoon,2025-10-11 07:33:11.019625,251,
4184,2025-10-11 07:33:11.080297,8,Rigger / Helper,11/10/2025,afternoon,2025-10-11 07:33:11.0803,251,
4185,2025-10-11 07:33:11.140924,3,Daily Wage Labour,11/10/2025,afternoon,2025-10-11 07:33:11.140927,251,
4186,2025-10-11 07:33:11.201387,0,Welder / Gas Cutter / Grinder,11/10/2025,afternoon,2025-10-11 07:33:11.20139,251,
4187,2025-10-11 07:33:11.262026,0,Signal Man / Fire Man,11/10/2025,afternoon,2025-10-11 07:33:11.262029,251,
4188,2025-10-11 07:33:11.322657,0,Others,11/10/2025,afternoon,2025-10-11 07:33:11.32266,251,
4189,2025-10-11 09:40:39.730001,2,Welder / Gas Cutter / Grinder,11/10/2025,morning,2025-10-11 09:40:39.730005,250,
4190,2025-10-11 09:40:39.794065,4,Fitter / Fabricator,11/10/2025,morning,2025-10-11 09:40:39.794068,250,
3589,2025-09-08 05:41:58.346749,0,Welder / Gas Cutter / Grinder,08/09/2025,morning,2025-09-08 05:41:58.346753,262,
3590,2025-09-08 05:41:58.408038,0,Fitter / Fabricator,08/09/2025,morning,2025-09-08 05:41:58.408042,262,
3591,2025-09-08 05:41:58.469316,0,Rigger / Helper,08/09/2025,morning,2025-09-08 05:41:58.469321,262,
3592,2025-09-08 05:41:58.531091,0,Signal Man / Fire Man,08/09/2025,morning,2025-09-08 05:41:58.531095,262,
3593,2025-09-08 05:41:58.592426,0,Daily Wage Labour,08/09/2025,morning,2025-09-08 05:41:58.59243,262,
3594,2025-09-08 05:41:58.653782,0,Others,08/09/2025,morning,2025-09-08 05:41:58.653787,262,
3595,2025-09-08 05:42:34.007282,10,Signal Man / Fire Man,08/09/2025,afternoon,2025-09-08 05:42:34.007286,262,fjjcc
3596,2025-09-08 05:42:34.072098,30,Others,08/09/2025,afternoon,2025-09-08 05:42:34.072102,262,fjjcc
3597,2025-09-08 05:42:34.136704,0,Welder / Gas Cutter / Grinder,08/09/2025,afternoon,2025-09-08 05:42:34.136708,262,fjjcc
3598,2025-09-08 05:42:34.201257,0,Fitter / Fabricator,08/09/2025,afternoon,2025-09-08 05:42:34.201261,262,fjjcc
3599,2025-09-08 05:42:34.265772,0,Rigger / Helper,08/09/2025,afternoon,2025-09-08 05:42:34.265775,262,fjjcc
3600,2025-09-08 05:42:34.33053,0,Daily Wage Labour,08/09/2025,afternoon,2025-09-08 05:42:34.330556,262,fjjcc
3601,2025-09-09 06:51:20.958653,10,Welder / Gas Cutter / Grinder,09/09/2025,morning,2025-09-09 06:51:20.958657,263,
3602,2025-09-09 06:51:21.024789,10,Fitter / Fabricator,09/09/2025,morning,2025-09-09 06:51:21.024792,263,
3603,2025-09-09 06:51:21.091046,0,Rigger / Helper,09/09/2025,morning,2025-09-09 06:51:21.091049,263,
3604,2025-09-09 06:51:21.157114,0,Signal Man / Fire Man,09/09/2025,morning,2025-09-09 06:51:21.157117,263,
3605,2025-09-09 06:51:21.223281,0,Daily Wage Labour,09/09/2025,morning,2025-09-09 06:51:21.223284,263,
3606,2025-09-09 06:51:21.289342,0,Others,09/09/2025,morning,2025-09-09 06:51:21.289346,263,
3607,2025-09-09 06:52:13.167965,30,Welder / Gas Cutter / Grinder,09/09/2025,afternoon,2025-09-09 06:52:13.167969,263,
3608,2025-09-09 06:52:13.230806,0,Fitter / Fabricator,09/09/2025,afternoon,2025-09-09 06:52:13.230809,263,
3609,2025-09-09 06:52:13.294733,0,Rigger / Helper,09/09/2025,afternoon,2025-09-09 06:52:13.294736,263,
3610,2025-09-09 06:52:13.357699,0,Signal Man / Fire Man,09/09/2025,afternoon,2025-09-09 06:52:13.357702,263,
3611,2025-09-09 06:52:13.420633,0,Daily Wage Labour,09/09/2025,afternoon,2025-09-09 06:52:13.420636,263,
3612,2025-09-09 06:52:13.483481,0,Others,09/09/2025,afternoon,2025-09-09 06:52:13.483483,263,
3613,2025-09-09 13:27:55.08339,0,Welder / Gas Cutter / Grinder,09/09/2025,morning,2025-09-09 13:27:55.083393,251,
3614,2025-09-09 13:27:55.146256,0,Fitter / Fabricator,09/09/2025,morning,2025-09-09 13:27:55.146259,251,
3615,2025-09-09 13:27:55.209081,0,Rigger / Helper,09/09/2025,morning,2025-09-09 13:27:55.209085,251,
3616,2025-09-09 13:27:55.272121,0,Signal Man / Fire Man,09/09/2025,morning,2025-09-09 13:27:55.272123,251,
3617,2025-09-09 13:27:55.33483,0,Daily Wage Labour,09/09/2025,morning,2025-09-09 13:27:55.334833,251,
3618,2025-09-09 13:27:55.404549,0,Others,09/09/2025,morning,2025-09-09 13:27:55.404553,251,
3619,2025-09-09 13:28:45.447782,0,Welder / Gas Cutter / Grinder,09/09/2025,afternoon,2025-09-09 13:28:45.447785,251,hjn
3620,2025-09-09 13:28:45.511225,0,Fitter / Fabricator,09/09/2025,afternoon,2025-09-09 13:28:45.511228,251,hjn
3621,2025-09-09 13:28:45.574717,0,Rigger / Helper,09/09/2025,afternoon,2025-09-09 13:28:45.57472,251,hjn
3622,2025-09-09 13:28:45.637928,0,Signal Man / Fire Man,09/09/2025,afternoon,2025-09-09 13:28:45.637931,251,hjn
3623,2025-09-09 13:28:45.701103,0,Daily Wage Labour,09/09/2025,afternoon,2025-09-09 13:28:45.701106,251,hjn
3624,2025-09-09 13:28:45.764326,0,Others,09/09/2025,afternoon,2025-09-09 13:28:45.76433,251,hjn
3625,2025-09-10 05:09:52.161923,20,Welder / Gas Cutter / Grinder,10/09/2025,morning,2025-09-10 05:09:52.161926,263,
3626,2025-09-10 05:09:52.224727,12,Daily Wage Labour,10/09/2025,morning,2025-09-10 05:09:52.22473,263,
3627,2025-09-10 05:09:52.287567,0,Fitter / Fabricator,10/09/2025,morning,2025-09-10 05:09:52.28757,263,
3628,2025-09-10 05:09:52.35023,0,Rigger / Helper,10/09/2025,morning,2025-09-10 05:09:52.350234,263,
3629,2025-09-10 05:09:52.413054,0,Signal Man / Fire Man,10/09/2025,morning,2025-09-10 05:09:52.413058,263,
3630,2025-09-10 05:09:52.475772,0,Others,10/09/2025,morning,2025-09-10 05:09:52.475775,263,
3631,2025-09-10 05:11:58.391624,20,Signal Man / Fire Man,10/09/2025,afternoon,2025-09-10 05:11:58.391627,263,
3632,2025-09-10 05:11:58.455411,0,Welder / Gas Cutter / Grinder,10/09/2025,afternoon,2025-09-10 05:11:58.455414,263,
3633,2025-09-10 05:11:58.519087,0,Fitter / Fabricator,10/09/2025,afternoon,2025-09-10 05:11:58.51909,263,
3634,2025-09-10 05:11:58.583554,0,Rigger / Helper,10/09/2025,afternoon,2025-09-10 05:11:58.583557,263,
3635,2025-09-10 05:11:58.64715,0,Daily Wage Labour,10/09/2025,afternoon,2025-09-10 05:11:58.647153,263,
3636,2025-09-10 05:11:58.710839,0,Others,10/09/2025,afternoon,2025-09-10 05:11:58.710842,263,
3637,2025-09-10 06:43:18.201718,0,Welder / Gas Cutter / Grinder,10/09/2025,morning,2025-09-10 06:43:18.20172,264,
3638,2025-09-10 06:43:18.26586,0,Fitter / Fabricator,10/09/2025,morning,2025-09-10 06:43:18.265863,264,
3639,2025-09-10 06:43:18.329844,0,Rigger / Helper,10/09/2025,morning,2025-09-10 06:43:18.329846,264,
3640,2025-09-10 06:43:18.393771,0,Signal Man / Fire Man,10/09/2025,morning,2025-09-10 06:43:18.393774,264,
3641,2025-09-10 06:43:18.457615,0,Daily Wage Labour,10/09/2025,morning,2025-09-10 06:43:18.457618,264,
3642,2025-09-10 06:43:18.521619,0,Others,10/09/2025,morning,2025-09-10 06:43:18.521621,264,
3643,2025-09-10 06:43:43.828199,0,Welder / Gas Cutter / Grinder,10/09/2025,afternoon,2025-09-10 06:43:43.828201,264,
3644,2025-09-10 06:43:43.892146,0,Fitter / Fabricator,10/09/2025,afternoon,2025-09-10 06:43:43.892148,264,
3645,2025-09-10 06:43:43.956073,0,Rigger / Helper,10/09/2025,afternoon,2025-09-10 06:43:43.956076,264,
3646,2025-09-10 06:43:44.020066,0,Signal Man / Fire Man,10/09/2025,afternoon,2025-09-10 06:43:44.020069,264,
3647,2025-09-10 06:43:44.084051,0,Daily Wage Labour,10/09/2025,afternoon,2025-09-10 06:43:44.084055,264,
3648,2025-09-10 06:43:44.147962,0,Others,10/09/2025,afternoon,2025-09-10 06:43:44.147964,264,
3649,2025-09-18 05:36:56.025228,2,Welder / Gas Cutter / Grinder,18/09/2025,morning,2025-09-18 05:36:56.025231,250,
3650,2025-09-18 05:36:56.087974,6,Fitter / Fabricator,18/09/2025,morning,2025-09-18 05:36:56.087976,250,
3651,2025-09-18 05:36:56.150665,4,Rigger / Helper,18/09/2025,morning,2025-09-18 05:36:56.150668,250,
3652,2025-09-18 05:36:56.2134,0,Signal Man / Fire Man,18/09/2025,morning,2025-09-18 05:36:56.213403,250,
3653,2025-09-18 05:36:56.276241,0,Daily Wage Labour,18/09/2025,morning,2025-09-18 05:36:56.276243,250,
3654,2025-09-18 05:36:56.338935,0,Others,18/09/2025,morning,2025-09-18 05:36:56.338937,250,
3655,2025-09-18 06:00:55.221066,12,Fitter / Fabricator,18/09/2025,morning,2025-09-18 06:00:55.22107,262,
